src,irsstub,incrange,variable,value,table_description,column_description
18in14ar.xls,7,"$25,000 under $30,000",CE,73302,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,8,"$30,000 under $40,000",CE,231592,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,9,"$40,000 under $50,000",CE,204905,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,10,"$50,000 under $75,000",CE,356156,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,11,"$75,000 under $100,000",CE,360819,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,12,"$100,000 under $200,000",CE,993550,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,13,"$200,000 under $500,000",CE,445617,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,14,"$500,000 under $1,000,000",CE,266042,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,15,"$1,000,000 under $1,500,000",CE,71693,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,16,"$1,500,000 under $2,000,000",CE,47368,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,17,"$2,000,000 under $5,000,000",CE,235030,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,18,"$5,000,000 under $10,000,000",CE,164884,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,19,"$10,000,000 or more",CE,246179,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,0,"All returns, total",CF,293160,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,1,No adjusted gross income,CF,1055,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,2,"$1 under $5,000",CF,3003,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,3,"$5,000 under $10,000",CF,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,4,"$10,000 under $15,000",CF,2582,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,5,"$15,000 under $20,000",CF,5330,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,6,"$20,000 under $25,000",CF,5017,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,7,"$25,000 under $30,000",CF,14148,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,8,"$30,000 under $40,000",CF,31398,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,9,"$40,000 under $50,000",CF,24209,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,10,"$50,000 under $75,000",CF,101789,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,11,"$75,000 under $100,000",CF,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,12,"$100,000 under $200,000",CF,78172,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,13,"$200,000 under $500,000",CF,21850,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,14,"$500,000 under $1,000,000",CF,3110,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,15,"$1,000,000 under $1,500,000",CF,810,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,16,"$1,500,000 under $2,000,000",CF,257,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,17,"$2,000,000 under $5,000,000",CF,334,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,18,"$5,000,000 under $10,000,000",CF,51,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,19,"$10,000,000 or more",CF,43,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,0,"All returns, total",CG,406148,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,1,No adjusted gross income,CG,1186,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,2,"$1 under $5,000",CG,7079,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,3,"$5,000 under $10,000",CG,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,4,"$10,000 under $15,000",CG,5542,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,5,"$15,000 under $20,000",CG,5366,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,6,"$20,000 under $25,000",CG,4592,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,7,"$25,000 under $30,000",CG,6647,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,8,"$30,000 under $40,000",CG,30886,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,9,"$40,000 under $50,000",CG,35992,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,10,"$50,000 under $75,000",CG,108826,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,11,"$75,000 under $100,000",CG,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,12,"$100,000 under $200,000",CG,138683,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,13,"$200,000 under $500,000",CG,48011,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,14,"$500,000 under $1,000,000",CG,7336,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,15,"$1,000,000 under $1,500,000",CG,3499,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,16,"$1,500,000 under $2,000,000",CG,1261,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,17,"$2,000,000 under $5,000,000",CG,935,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,18,"$5,000,000 under $10,000,000",CG,154,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,19,"$10,000,000 or more",CG,150,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,0,"All returns, total",CH,33692,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,1,No adjusted gross income,CH,709,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,2,"$1 under $5,000",CH,2285,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,3,"$5,000 under $10,000",CH,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,4,"$10,000 under $15,000",CH,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,5,"$15,000 under $20,000",CH,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,6,"$20,000 under $25,000",CH,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,7,"$25,000 under $30,000",CH,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,8,"$30,000 under $40,000",CH,2081,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,9,"$40,000 under $50,000",CH,6,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,10,"$50,000 under $75,000",CH,21,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,11,"$75,000 under $100,000",CH,1010,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,12,"$100,000 under $200,000",CH,2555,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,13,"$200,000 under $500,000",CH,3705,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,14,"$500,000 under $1,000,000",CH,6061,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,15,"$1,000,000 under $1,500,000",CH,3568,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,16,"$1,500,000 under $2,000,000",CH,2394,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,17,"$2,000,000 under $5,000,000",CH,4495,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,18,"$5,000,000 under $10,000,000",CH,2138,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,19,"$10,000,000 or more",CH,2663,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,0,"All returns, total",CI,6505596,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,1,No adjusted gross income,CI,129371,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,2,"$1 under $5,000",CI,45521,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,3,"$5,000 under $10,000",CI,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,4,"$10,000 under $15,000",CI,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,5,"$15,000 under $20,000",CI,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,6,"$20,000 under $25,000",CI,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,7,"$25,000 under $30,000",CI,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,8,"$30,000 under $40,000",CI,46963,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,9,"$40,000 under $50,000",CI,30,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,10,"$50,000 under $75,000",CI,319,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,11,"$75,000 under $100,000",CI,766,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,12,"$100,000 under $200,000",CI,5395,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,13,"$200,000 under $500,000",CI,146633,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,14,"$500,000 under $1,000,000",CI,306943,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,15,"$1,000,000 under $1,500,000",CI,336005,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,16,"$1,500,000 under $2,000,000",CI,293734,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,17,"$2,000,000 under $5,000,000",CI,746752,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,18,"$5,000,000 under $10,000,000",CI,789597,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,19,"$10,000,000 or more",CI,3657567,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,0,"All returns, total",CJ,24809,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,1,No adjusted gross income,CJ,15897,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,2,"$1 under $5,000",CJ,22,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,3,"$5,000 under $10,000",CJ,16,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,4,"$10,000 under $15,000",CJ,13,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,5,"$15,000 under $20,000",CJ,32,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,6,"$20,000 under $25,000",CJ,34,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,7,"$25,000 under $30,000",CJ,52,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,8,"$30,000 under $40,000",CJ,36,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,9,"$40,000 under $50,000",CJ,218,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,10,"$50,000 under $75,000",CJ,1320,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,11,"$75,000 under $100,000",CJ,260,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,12,"$100,000 under $200,000",CJ,905,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,13,"$200,000 under $500,000",CJ,1167,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,14,"$500,000 under $1,000,000",CJ,1398,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,15,"$1,000,000 under $1,500,000",CJ,730,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,16,"$1,500,000 under $2,000,000",CJ,344,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,17,"$2,000,000 under $5,000,000",CJ,1116,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,18,"$5,000,000 under $10,000,000",CJ,594,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,19,"$10,000,000 or more",CJ,654,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,0,"All returns, total",CK,32554968,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,1,No adjusted gross income,CK,18325839,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,2,"$1 under $5,000",CK,46187,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,3,"$5,000 under $10,000",CK,21975,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,4,"$10,000 under $15,000",CK,7697,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,5,"$15,000 under $20,000",CK,11614,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,6,"$20,000 under $25,000",CK,30676,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,7,"$25,000 under $30,000",CK,23404,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,8,"$30,000 under $40,000",CK,47525,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,9,"$40,000 under $50,000",CK,127131,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,10,"$50,000 under $75,000",CK,117458,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,11,"$75,000 under $100,000",CK,227079,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,12,"$100,000 under $200,000",CK,502592,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,13,"$200,000 under $500,000",CK,1030956,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,14,"$500,000 under $1,000,000",CK,1244895,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,15,"$1,000,000 under $1,500,000",CK,834484,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,16,"$1,500,000 under $2,000,000",CK,728415,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,17,"$2,000,000 under $5,000,000",CK,1852893,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,18,"$5,000,000 under $10,000,000",CK,1924460,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,19,"$10,000,000 or more",CK,5449690,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,0,"All returns, total",CL,19755,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,1,No adjusted gross income,CL,370,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,2,"$1 under $5,000",CL,3451,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,3,"$5,000 under $10,000",CL,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,4,"$10,000 under $15,000",CL,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,5,"$15,000 under $20,000",CL,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,6,"$20,000 under $25,000",CL,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,7,"$25,000 under $30,000",CL,1087,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,8,"$30,000 under $40,000",CL,15,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,9,"$40,000 under $50,000",CL,2036,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,10,"$50,000 under $75,000",CL,4395,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,11,"$75,000 under $100,000",CL,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,12,"$100,000 under $200,000",CL,2237,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,13,"$200,000 under $500,000",CL,1626,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,14,"$500,000 under $1,000,000",CL,1444,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,15,"$1,000,000 under $1,500,000",CL,908,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,16,"$1,500,000 under $2,000,000",CL,363,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,17,"$2,000,000 under $5,000,000",CL,869,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,18,"$5,000,000 under $10,000,000",CL,383,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,19,"$10,000,000 or more",CL,571,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,0,"All returns, total",CM,1764899,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,1,No adjusted gross income,CM,27641,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,2,"$1 under $5,000",CM,76384,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,3,"$5,000 under $10,000",CM,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,4,"$10,000 under $15,000",CM,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,5,"$15,000 under $20,000",CM,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,6,"$20,000 under $25,000",CM,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,7,"$25,000 under $30,000",CM,910,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,8,"$30,000 under $40,000",CM,93,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,9,"$40,000 under $50,000",CM,117,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,10,"$50,000 under $75,000",CM,36439,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,11,"$75,000 under $100,000",CM,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,12,"$100,000 under $200,000",CM,63001,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,13,"$200,000 under $500,000",CM,121991,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,14,"$500,000 under $1,000,000",CM,78453,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,15,"$1,000,000 under $1,500,000",CM,76073,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,16,"$1,500,000 under $2,000,000",CM,164079,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,17,"$2,000,000 under $5,000,000",CM,281266,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,18,"$5,000,000 under $10,000,000",CM,120317,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,19,"$10,000,000 or more",CM,718135,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,0,"All returns, total",CN,37761829,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,1,No adjusted gross income,CN,398588,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,2,"$1 under $5,000",CN,1192863,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
