common_stub,incrange,variable,value,src,table_description,column_description,excel_column
9,"$50,000 under $75,000",nret_cgdist,663684.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with capital gain distributions,X
9,"$50,000 under $75,000",nret_cggross,1693384.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with capital gains gross taxable,Z
9,"$50,000 under $75,000",nret_cgloss,922328.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with capital loss taxable,AB
9,"$50,000 under $75,000",nret_estateinc,60177.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with estate and trust income,BH
9,"$50,000 under $75,000",nret_estateloss,2566.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with estate and trust loss,BJ
9,"$50,000 under $75,000",nret_exemptint,690685.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with tax-exempt interest,J
9,"$50,000 under $75,000",nret_iradist,2440339.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with IRA distributions,AH
9,"$50,000 under $75,000",nret_orddiv,3812081.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with ordinary dividends,L
9,"$50,000 under $75,000",nret_partnerscorpinc,623153.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with partnership or S corporation net income,BD
9,"$50,000 under $75,000",nret_partnerscorploss,324532.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with partnership or S corporation net loss,BF
9,"$50,000 under $75,000",nret_pensions,5129174.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with total pensions and annuities (including nontaxable),AJ
9,"$50,000 under $75,000",nret_pensions_taxable,4839695.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxable pensions and annuities,AL
9,"$50,000 under $75,000",nret_qualdiv,3499335.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with qualified dividends,N
9,"$50,000 under $75,000",nret_rentroyinc,874400.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with total rental and royalty income,AZ
9,"$50,000 under $75,000",nret_rentroyloss,677880.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with total rental and royalty loss,BB
9,"$50,000 under $75,000",nret_socsectaxable,4322960.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxable Social Security benefits,BT
9,"$50,000 under $75,000",nret_socsectot,4323996.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with total Social Security benefits,BR
9,"$50,000 under $75,000",nret_taxbc,20729789.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income","Number of returns with income tax before credits (IRS definition, not PUF definition)",EL
9,"$50,000 under $75,000",nret_taxint,6608661.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxable interest,H
9,"$50,000 under $75,000",nret_wages,17936912.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with salaries and wages,F
9,"$50,000 under $75,000",orddiv,13168278000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Ordinary dividends,M
9,"$50,000 under $75,000",partnerscorpinc,14200026000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Partnership or S corporation net income,BE
9,"$50,000 under $75,000",partnerscorploss,-4611892000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Partnership or S corporation net loss,BG
9,"$50,000 under $75,000",pensions,158863197000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total pensions and annuities (including nontaxable),AK
9,"$50,000 under $75,000",pensions_taxable,119266513000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Taxable pensions and annuities,AM
9,"$50,000 under $75,000",qualdiv,9140591000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Qualified dividends,O
9,"$50,000 under $75,000",rentroyinc,7673446000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total rental and royalty income,BA
9,"$50,000 under $75,000",rentroyloss,-5744095000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total rental and royalty income loss,BC
9,"$50,000 under $75,000",socsectaxable,65701381000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Taxable Social Security benefits,BU
9,"$50,000 under $75,000",socsectot,93596920000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total Social Security benefits,BS
9,"$50,000 under $75,000",taxbc,118845725000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income","Income tax before credits (IRS definition, not PUF definition)",EM
9,"$50,000 under $75,000",taxint,5574683000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Taxable interest,I
9,"$50,000 under $75,000",wages,1000500360000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Salaries and wages,G
9,"$50,000 under $75,000",id_contributions,19356092000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Contributions deduction,CV
9,"$50,000 under $75,000",id_gst,3028132000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",General sales tax deduction,BZ
9,"$50,000 under $75,000",id_intpaid,36871581000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Interest paid deduction,CH
9,"$50,000 under $75,000",id_medical_capped,20123676000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Total medical expenses, capped",BN
9,"$50,000 under $75,000",id_medical_uncapped,30247838000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Total medical expenses, uncapped",BP
9,"$50,000 under $75,000",id_mortgage,35482520000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Mortgage interest paid (any recipient),CJ
9,"$50,000 under $75,000",id_pit,16209186000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income tax deduction,BX
9,"$50,000 under $75,000",id_retax,22689766000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Real estate tax deduction,CB
9,"$50,000 under $75,000",id_salt,19237319000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",State and local taxes deduction,BV
9,"$50,000 under $75,000",id_taxpaid,43745198000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Taxes paid deduction,BT
9,"$50,000 under $75,000",nret_id_contributions,6000705.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with contributions deduction,CU
9,"$50,000 under $75,000",nret_id_gst,1975800.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with general sales tax deduction,BY
9,"$50,000 under $75,000",nret_id_intpaid,5461028.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with interest paid deduction,CG
9,"$50,000 under $75,000",nret_id_medical_capped,2172724.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Number of returns with total medical expenses, capped",BM
9,"$50,000 under $75,000",nret_id_medical_uncapped,2172724.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Number of returns with total medical expenses, uncapped",BO
9,"$50,000 under $75,000",nret_id_mortgage,5413691.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with mortgage interest paid (any recipient),CI
9,"$50,000 under $75,000",nret_id_pit,5454637.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with income tax deduction,BW
9,"$50,000 under $75,000",nret_id_retax,6189514.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with real estate tax deduction,CA
9,"$50,000 under $75,000",nret_id_salt,7430437.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with state and local taxes deduction,BU
9,"$50,000 under $75,000",nret_id_taxpaid,7676815.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxes paid deduction,BS
10,"$75,000 under $100,000",agi,1170354458000.0,17in11si.xls,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income",Adjusted gross income less deficit,D
10,"$75,000 under $100,000",nret_all,13508353.0,17in11si.xls,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income",Number of returns,B
10,"$75,000 under $100,000",nret_txbl,13214138.0,17in11si.xls,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income",Number of taxable returns with taxable income,G
10,"$75,000 under $100,000",agi_hoh,91863342000.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, heads of households",AP
10,"$75,000 under $100,000",agi_mfjss,732474203000.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, married filing joint and surviving spouses",P
10,"$75,000 under $100,000",agi_mfs,24571590000.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, married filing separately",AC
10,"$75,000 under $100,000",agi_single,321445323000.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, single",BC
10,"$75,000 under $100,000",exemption,127249067000.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Exemption amount,D
10,"$75,000 under $100,000",item_ded,151060610000.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Total itemized deductions,F
10,"$75,000 under $100,000",nret_hoh,1075043.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of heads of households,AO
10,"$75,000 under $100,000",nret_item,7145918.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns with itemized deductions,E
10,"$75,000 under $100,000",nret_mfjss,8396454.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing jointly and returns of surviving spouses,O
10,"$75,000 under $100,000",nret_mfs,285591.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately,AB
10,"$75,000 under $100,000",nret_sd,6361440.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns with standard deduction,G
10,"$75,000 under $100,000",nret_single,3751264.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of single persons,BB
10,"$75,000 under $100,000",nret_taxac,13213827.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns with income tax after credits,K
10,"$75,000 under $100,000",nret_taxtot,13214138.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns with total income tax,M
10,"$75,000 under $100,000",nret_ti,13458805.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns with taxable income,I
10,"$75,000 under $100,000",sd,73727784000.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Standard deduction,H
10,"$75,000 under $100,000",taxac,112966329000.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Income tax after credits,L
10,"$75,000 under $100,000",taxtot,112966409000.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Total income tax,N
10,"$75,000 under $100,000",ti,820354914000.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Taxable income,J
10,"$75,000 under $100,000",amt,106329000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Alternative minimum tax,EI
10,"$75,000 under $100,000",busprofnetinc,35035180000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Business or professional net income,U
10,"$75,000 under $100,000",busprofnetloss,-4434677000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Business or professional net loss,W
10,"$75,000 under $100,000",cgdist,1547728000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Capital gains distributions,Y
10,"$75,000 under $100,000",cggross,18527349000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Capital gains gross taxable,AA
10,"$75,000 under $100,000",cgloss,-1940970000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Capital loss taxable,AC
10,"$75,000 under $100,000",estateinc,1326428000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Estate and trust income,BI
10,"$75,000 under $100,000",estateloss,-31645000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Estate and trust loss,BK
10,"$75,000 under $100,000",exemptint,3183252000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Tax-exempt interest,K
10,"$75,000 under $100,000",iradist,38662104000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income", Individual Retirement Arrangements (IRA) distributions,AI
10,"$75,000 under $100,000",itemded,151060610000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total itemized deductions,EA
10,"$75,000 under $100,000",n_exemptions,31422125.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of exemptions,EB
10,"$75,000 under $100,000",nret_amt,66613.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with alternative minimum tax,EH
10,"$75,000 under $100,000",nret_busprofnetinc,1648970.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with business or professional net income,T
10,"$75,000 under $100,000",nret_busprofnetloss,665439.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with business or professional net loss,V
10,"$75,000 under $100,000",nret_cgdist,574246.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with capital gain distributions,X
10,"$75,000 under $100,000",nret_cggross,1673930.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with capital gains gross taxable,Z
10,"$75,000 under $100,000",nret_cgloss,879878.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with capital loss taxable,AB
10,"$75,000 under $100,000",nret_estateinc,72083.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with estate and trust income,BH
10,"$75,000 under $100,000",nret_estateloss,6281.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with estate and trust loss,BJ
10,"$75,000 under $100,000",nret_exemptint,722569.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with tax-exempt interest,J
10,"$75,000 under $100,000",nret_iradist,2100603.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with IRA distributions,AH
10,"$75,000 under $100,000",nret_orddiv,3510707.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with ordinary dividends,L
10,"$75,000 under $100,000",nret_partnerscorpinc,642516.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with partnership or S corporation net income,BD
10,"$75,000 under $100,000",nret_partnerscorploss,311410.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with partnership or S corporation net loss,BF
10,"$75,000 under $100,000",nret_pensions,4060177.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with total pensions and annuities (including nontaxable),AJ
10,"$75,000 under $100,000",nret_pensions_taxable,3762562.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxable pensions and annuities,AL
10,"$75,000 under $100,000",nret_qualdiv,3279130.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with qualified dividends,N
10,"$75,000 under $100,000",nret_rentroyinc,822371.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with total rental and royalty income,AZ
10,"$75,000 under $100,000",nret_rentroyloss,678873.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with total rental and royalty loss,BB
10,"$75,000 under $100,000",nret_socsectaxable,3213007.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxable Social Security benefits,BT
10,"$75,000 under $100,000",nret_socsectot,3214006.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with total Social Security benefits,BR
10,"$75,000 under $100,000",nret_taxbc,13409985.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income","Number of returns with income tax before credits (IRS definition, not PUF definition)",EL
10,"$75,000 under $100,000",nret_taxint,5854757.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxable interest,H
10,"$75,000 under $100,000",nret_wages,11528881.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with salaries and wages,F
10,"$75,000 under $100,000",orddiv,15424556000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Ordinary dividends,M
10,"$75,000 under $100,000",partnerscorpinc,18152097000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Partnership or S corporation net income,BE
10,"$75,000 under $100,000",partnerscorploss,-3622695000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Partnership or S corporation net loss,BG
10,"$75,000 under $100,000",pensions,166773240000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total pensions and annuities (including nontaxable),AK
10,"$75,000 under $100,000",pensions_taxable,115731361000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Taxable pensions and annuities,AM
10,"$75,000 under $100,000",qualdiv,10921996000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Qualified dividends,O
10,"$75,000 under $100,000",rentroyinc,7718817000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total rental and royalty income,BA
10,"$75,000 under $100,000",rentroyloss,-6352705000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total rental and royalty income loss,BC
10,"$75,000 under $100,000",socsectaxable,64116496000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Taxable Social Security benefits,BU
10,"$75,000 under $100,000",socsectot,77224418000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total Social Security benefits,BS
10,"$75,000 under $100,000",taxbc,123264413000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income","Income tax before credits (IRS definition, not PUF definition)",EM
10,"$75,000 under $100,000",taxint,5046194000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Taxable interest,I
10,"$75,000 under $100,000",wages,870406373000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Salaries and wages,G
10,"$75,000 under $100,000",id_contributions,21105908000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Contributions deduction,CV
10,"$75,000 under $100,000",id_gst,2636888000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",General sales tax deduction,BZ
10,"$75,000 under $100,000",id_intpaid,42084075000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Interest paid deduction,CH
10,"$75,000 under $100,000",id_medical_capped,15143374000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Total medical expenses, capped",BN
10,"$75,000 under $100,000",id_medical_uncapped,24855937000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Total medical expenses, uncapped",BP
10,"$75,000 under $100,000",id_mortgage,40441689000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Mortgage interest paid (any recipient),CJ
