common_stub,incrange,pufvar,irsvar,irs,table_description,column_description,src,excel_column
6,"$25,000 under $30,000",c02500_nnz,nret_socsectaxable,1243664.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxable Social Security benefits,17in14ar.xls,BT
6,"$25,000 under $30,000",e26270pos,partnerscorpinc,1576551000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Partnership or S corporation net income,17in14ar.xls,BE
6,"$25,000 under $30,000",e26270pos_nnz,nret_partnerscorpinc,122819.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with partnership or S corporation net income,17in14ar.xls,BD
6,"$25,000 under $30,000",e26270neg,partnerscorploss,-805577000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Partnership or S corporation net loss,17in14ar.xls,BG
6,"$25,000 under $30,000",e26270neg_nnz,nret_partnerscorploss,65233.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with partnership or S corporation net loss,17in14ar.xls,BF
6,"$25,000 under $30,000",c17000,id_medical_capped,4945427000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Total medical expenses, capped",17in21id.xls,BN
6,"$25,000 under $30,000",c17000_nnz,nret_id_medical_capped,537846.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Number of returns with total medical expenses, capped",17in21id.xls,BM
6,"$25,000 under $30,000",c18300,id_taxpaid,3795312000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Taxes paid deduction,17in21id.xls,BT
6,"$25,000 under $30,000",c18300_nnz,nret_id_taxpaid,1075256.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxes paid deduction,17in21id.xls,BS
6,"$25,000 under $30,000",c19200,id_intpaid,3508274000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Interest paid deduction,17in21id.xls,CH
6,"$25,000 under $30,000",c19200_nnz,nret_id_intpaid,545155.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with interest paid deduction,17in21id.xls,CG
6,"$25,000 under $30,000",c19700,id_contributions,1999540000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Contributions deduction,17in21id.xls,CV
6,"$25,000 under $30,000",c19700_nnz,nret_id_contributions,773047.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with contributions deduction,17in21id.xls,CU
6,"$25,000 under $30,000",c04800,ti,99462775000.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Taxable income,17in12ms.xls,J
6,"$25,000 under $30,000",c04800_nnz,nret_ti,8044112.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns with taxable income,17in12ms.xls,I
6,"$25,000 under $30,000",c09200,taxac,9105303000.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Income tax after credits,17in12ms.xls,L
6,"$25,000 under $30,000",c09200_nnz,nret_taxac,5519831.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns with income tax after credits,17in12ms.xls,K
7,"$30,000 under $40,000",nret_all,nret_all,15209009.0,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income",Number of returns,17in11si.xls,B
7,"$30,000 under $40,000",mars1,nret_single,8056894.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of single persons,17in12ms.xls,BB
7,"$30,000 under $40,000",mars2,nret_mfjss,3456996.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing jointly and returns of surviving spouses,17in12ms.xls,O
7,"$30,000 under $40,000",mars3,nret_mfs,441031.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately,17in12ms.xls,AB
7,"$30,000 under $40,000",mars4,nret_hoh,3254088.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of heads of households,17in12ms.xls,AO
7,"$30,000 under $40,000",c00100,agi,529629959000.0,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income",Adjusted gross income less deficit,17in11si.xls,D
7,"$30,000 under $40,000",e00200,wages,441282302000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Salaries and wages,17in14ar.xls,G
7,"$30,000 under $40,000",e00200_nnz,nret_wages,13247533.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with salaries and wages,17in14ar.xls,F
7,"$30,000 under $40,000",e00300,taxint,1942630000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Taxable interest,17in14ar.xls,I
7,"$30,000 under $40,000",e00300_nnz,nret_taxint,2719924.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxable interest,17in14ar.xls,H
7,"$30,000 under $40,000",e00600,orddiv,4106378000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Ordinary dividends,17in14ar.xls,M
7,"$30,000 under $40,000",e00600_nnz,nret_orddiv,1499953.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with ordinary dividends,17in14ar.xls,L
7,"$30,000 under $40,000",c01000pos,cggross,3799333000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Capital gains gross taxable,17in14ar.xls,AA
7,"$30,000 under $40,000",c01000pos_nnz,nret_cggross,610424.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with capital gains gross taxable,17in14ar.xls,Z
7,"$30,000 under $40,000",c01000neg,cgloss,-821100000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Capital loss taxable,17in14ar.xls,AC
7,"$30,000 under $40,000",c01000neg_nnz,nret_cgloss,380801.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with capital loss taxable,17in14ar.xls,AB
7,"$30,000 under $40,000",e01500,pensions,48794181000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total pensions and annuities (including nontaxable),17in14ar.xls,AK
7,"$30,000 under $40,000",e01500_nnz,nret_pensions,2496150.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with total pensions and annuities (including nontaxable),17in14ar.xls,AJ
7,"$30,000 under $40,000",e02400,socsectot,46193861000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total Social Security benefits,17in14ar.xls,BS
7,"$30,000 under $40,000",e02400_nnz,nret_socsectot,2202026.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with total Social Security benefits,17in14ar.xls,BR
7,"$30,000 under $40,000",c02500,socsectaxable,13407599000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Taxable Social Security benefits,17in14ar.xls,BU
7,"$30,000 under $40,000",c02500_nnz,nret_socsectaxable,2200016.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxable Social Security benefits,17in14ar.xls,BT
7,"$30,000 under $40,000",e26270pos,partnerscorpinc,4795472000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Partnership or S corporation net income,17in14ar.xls,BE
7,"$30,000 under $40,000",e26270pos_nnz,nret_partnerscorpinc,279552.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with partnership or S corporation net income,17in14ar.xls,BD
7,"$30,000 under $40,000",e26270neg,partnerscorploss,-1720413000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Partnership or S corporation net loss,17in14ar.xls,BG
7,"$30,000 under $40,000",e26270neg_nnz,nret_partnerscorploss,115428.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with partnership or S corporation net loss,17in14ar.xls,BF
7,"$30,000 under $40,000",c17000,id_medical_capped,8597500000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Total medical expenses, capped",17in21id.xls,BN
7,"$30,000 under $40,000",c17000_nnz,nret_id_medical_capped,1014838.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Number of returns with total medical expenses, capped",17in21id.xls,BM
7,"$30,000 under $40,000",c18300,id_taxpaid,9995943000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Taxes paid deduction,17in21id.xls,BT
7,"$30,000 under $40,000",c18300_nnz,nret_id_taxpaid,2429959.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxes paid deduction,17in21id.xls,BS
7,"$30,000 under $40,000",c19200,id_intpaid,8954927000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Interest paid deduction,17in21id.xls,CH
7,"$30,000 under $40,000",c19200_nnz,nret_id_intpaid,1420101.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with interest paid deduction,17in21id.xls,CG
7,"$30,000 under $40,000",c19700,id_contributions,5153077000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Contributions deduction,17in21id.xls,CV
7,"$30,000 under $40,000",c19700_nnz,nret_id_contributions,1798000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with contributions deduction,17in21id.xls,CU
7,"$30,000 under $40,000",c04800,ti,266441069000.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Taxable income,17in12ms.xls,J
7,"$30,000 under $40,000",c04800_nnz,nret_ti,14654879.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns with taxable income,17in12ms.xls,I
7,"$30,000 under $40,000",c09200,taxac,26166552000.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Income tax after credits,17in12ms.xls,L
7,"$30,000 under $40,000",c09200_nnz,nret_taxac,10904828.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns with income tax after credits,17in12ms.xls,K
8,"$40,000 under $50,000",nret_all,nret_all,11915599.0,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income",Number of returns,17in11si.xls,B
8,"$40,000 under $50,000",mars1,nret_single,6021209.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of single persons,17in12ms.xls,BB
8,"$40,000 under $50,000",mars2,nret_mfjss,3372258.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing jointly and returns of surviving spouses,17in12ms.xls,O
8,"$40,000 under $50,000",mars3,nret_mfs,396157.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately,17in12ms.xls,AB
8,"$40,000 under $50,000",mars4,nret_hoh,2125974.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of heads of households,17in12ms.xls,AO
8,"$40,000 under $50,000",c00100,agi,533337760000.0,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income",Adjusted gross income less deficit,17in11si.xls,D
8,"$40,000 under $50,000",e00200,wages,437485582000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Salaries and wages,17in14ar.xls,G
8,"$40,000 under $50,000",e00200_nnz,nret_wages,10403747.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with salaries and wages,17in14ar.xls,F
8,"$40,000 under $50,000",e00300,taxint,1735295000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Taxable interest,17in14ar.xls,I
8,"$40,000 under $50,000",e00300_nnz,nret_taxint,2704026.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxable interest,17in14ar.xls,H
8,"$40,000 under $50,000",e00600,orddiv,3903451000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Ordinary dividends,17in14ar.xls,M
8,"$40,000 under $50,000",e00600_nnz,nret_orddiv,1448472.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with ordinary dividends,17in14ar.xls,L
8,"$40,000 under $50,000",c01000pos,cggross,4655431000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Capital gains gross taxable,17in14ar.xls,AA
8,"$40,000 under $50,000",c01000pos_nnz,nret_cggross,637343.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with capital gains gross taxable,17in14ar.xls,Z
8,"$40,000 under $50,000",c01000neg,cgloss,-702183000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Capital loss taxable,17in14ar.xls,AC
8,"$40,000 under $50,000",c01000neg_nnz,nret_cgloss,328643.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with capital loss taxable,17in14ar.xls,AB
8,"$40,000 under $50,000",e01500,pensions,51533778000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total pensions and annuities (including nontaxable),17in14ar.xls,AK
8,"$40,000 under $50,000",e01500_nnz,nret_pensions,2203783.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with total pensions and annuities (including nontaxable),17in14ar.xls,AJ
8,"$40,000 under $50,000",e02400,socsectot,38155680000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total Social Security benefits,17in14ar.xls,BS
8,"$40,000 under $50,000",e02400_nnz,nret_socsectot,1838614.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with total Social Security benefits,17in14ar.xls,BR
8,"$40,000 under $50,000",c02500,socsectaxable,18230010000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Taxable Social Security benefits,17in14ar.xls,BU
8,"$40,000 under $50,000",c02500_nnz,nret_socsectaxable,1837609.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxable Social Security benefits,17in14ar.xls,BT
8,"$40,000 under $50,000",e26270pos,partnerscorpinc,4885683000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Partnership or S corporation net income,17in14ar.xls,BE
8,"$40,000 under $50,000",e26270pos_nnz,nret_partnerscorpinc,261439.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with partnership or S corporation net income,17in14ar.xls,BD
8,"$40,000 under $50,000",e26270neg,partnerscorploss,-2200704000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Partnership or S corporation net loss,17in14ar.xls,BG
8,"$40,000 under $50,000",e26270neg_nnz,nret_partnerscorploss,137185.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with partnership or S corporation net loss,17in14ar.xls,BF
8,"$40,000 under $50,000",c17000,id_medical_capped,7853577000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Total medical expenses, capped",17in21id.xls,BN
8,"$40,000 under $50,000",c17000_nnz,nret_id_medical_capped,930912.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Number of returns with total medical expenses, capped",17in21id.xls,BM
8,"$40,000 under $50,000",c18300,id_taxpaid,13372101000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Taxes paid deduction,17in21id.xls,BT
8,"$40,000 under $50,000",c18300_nnz,nret_id_taxpaid,2945808.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxes paid deduction,17in21id.xls,BS
8,"$40,000 under $50,000",c19200,id_intpaid,12318979000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Interest paid deduction,17in21id.xls,CH
8,"$40,000 under $50,000",c19200_nnz,nret_id_intpaid,1919264.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with interest paid deduction,17in21id.xls,CG
8,"$40,000 under $50,000",c19700,id_contributions,6388891000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Contributions deduction,17in21id.xls,CV
8,"$40,000 under $50,000",c19700_nnz,nret_id_contributions,2177413.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with contributions deduction,17in21id.xls,CU
8,"$40,000 under $50,000",c04800,ti,311873931000.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Taxable income,17in12ms.xls,J
8,"$40,000 under $50,000",c04800_nnz,nret_ti,11745319.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns with taxable income,17in12ms.xls,I
8,"$40,000 under $50,000",c09200,taxac,33590286000.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Income tax after credits,17in12ms.xls,L
8,"$40,000 under $50,000",c09200_nnz,nret_taxac,9953676.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns with income tax after credits,17in12ms.xls,K
9,"$50,000 under $75,000",nret_all,nret_all,20958446.0,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income",Number of returns,17in11si.xls,B
9,"$50,000 under $75,000",mars1,nret_single,8817515.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of single persons,17in12ms.xls,BB
9,"$50,000 under $75,000",mars2,nret_mfjss,8786118.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing jointly and returns of surviving spouses,17in12ms.xls,O
9,"$50,000 under $75,000",mars3,nret_mfs,635460.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately,17in12ms.xls,AB
9,"$50,000 under $75,000",mars4,nret_hoh,2719352.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of heads of households,17in12ms.xls,AO
9,"$50,000 under $75,000",c00100,agi,1286848073000.0,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income",Adjusted gross income less deficit,17in11si.xls,D
9,"$50,000 under $75,000",e00200,wages,1000500360000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Salaries and wages,17in14ar.xls,G
9,"$50,000 under $75,000",e00200_nnz,nret_wages,17936912.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with salaries and wages,17in14ar.xls,F
9,"$50,000 under $75,000",e00300,taxint,5574683000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Taxable interest,17in14ar.xls,I
9,"$50,000 under $75,000",e00300_nnz,nret_taxint,6608661.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxable interest,17in14ar.xls,H
9,"$50,000 under $75,000",e00600,orddiv,13168278000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Ordinary dividends,17in14ar.xls,M
9,"$50,000 under $75,000",e00600_nnz,nret_orddiv,3812081.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with ordinary dividends,17in14ar.xls,L
9,"$50,000 under $75,000",c01000pos,cggross,13508802000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Capital gains gross taxable,17in14ar.xls,AA
9,"$50,000 under $75,000",c01000pos_nnz,nret_cggross,1693384.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with capital gains gross taxable,17in14ar.xls,Z
9,"$50,000 under $75,000",c01000neg,cgloss,-2039924000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Capital loss taxable,17in14ar.xls,AC
9,"$50,000 under $75,000",c01000neg_nnz,nret_cgloss,922328.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with capital loss taxable,17in14ar.xls,AB
9,"$50,000 under $75,000",e01500,pensions,158863197000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total pensions and annuities (including nontaxable),17in14ar.xls,AK
9,"$50,000 under $75,000",e01500_nnz,nret_pensions,5129174.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with total pensions and annuities (including nontaxable),17in14ar.xls,AJ
9,"$50,000 under $75,000",e02400,socsectot,93596920000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total Social Security benefits,17in14ar.xls,BS
9,"$50,000 under $75,000",e02400_nnz,nret_socsectot,4323996.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with total Social Security benefits,17in14ar.xls,BR
9,"$50,000 under $75,000",c02500,socsectaxable,65701381000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Taxable Social Security benefits,17in14ar.xls,BU
9,"$50,000 under $75,000",c02500_nnz,nret_socsectaxable,4322960.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxable Social Security benefits,17in14ar.xls,BT
9,"$50,000 under $75,000",e26270pos,partnerscorpinc,14200026000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Partnership or S corporation net income,17in14ar.xls,BE
9,"$50,000 under $75,000",e26270pos_nnz,nret_partnerscorpinc,623153.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with partnership or S corporation net income,17in14ar.xls,BD
9,"$50,000 under $75,000",e26270neg,partnerscorploss,-4611892000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Partnership or S corporation net loss,17in14ar.xls,BG
9,"$50,000 under $75,000",e26270neg_nnz,nret_partnerscorploss,324532.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with partnership or S corporation net loss,17in14ar.xls,BF
9,"$50,000 under $75,000",c17000,id_medical_capped,20123676000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Total medical expenses, capped",17in21id.xls,BN
9,"$50,000 under $75,000",c17000_nnz,nret_id_medical_capped,2172724.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Number of returns with total medical expenses, capped",17in21id.xls,BM
