
Regrown reweighted puf, ipopt method, compared to IRS values, run on 2020-11-21

Data are for filers only, using IRS filing requirements plus estimates of likely filing.

This report is in 3 sections:
  1. Summary report for all variables, summarized over all filers
  2. Detailed report by AGI range for each variable
  3. Table that provides details on puf variables and their mappings to irs data

1. Summary report for all variables, summarized over all filers:

     common_stub     incrange         pufvar                  irsvar              target                 puf            diff  pdiff  ipdiff                                                                     column_description
414            8         $40,000 under $50,000  e01500  pensions     51,533,778,000     51,585,312,289    51,534,289   0.1%   20.8%  Total pensions and annuities (including nontaxable)
464            9         $50,000 under $75,000  e01500  pensions    158,863,197,000    158,704,332,235  -158,864,765  -0.1%    7.6%  Total pensions and annuities (including nontaxable)
384           10        $75,000 under $100,000  e01500  pensions    166,773,240,000    166,606,465,101  -166,774,899  -0.1%    0.9%  Total pensions and annuities (including nontaxable)
370           11       $100,000 under $200,000  e01500  pensions    372,883,554,000    372,510,666,734  -372,887,266  -0.1%   -4.3%  Total pensions and annuities (including nontaxable)
341           12       $200,000 under $500,000  e01500  pensions    195,414,646,000    195,219,229,406  -195,416,594  -0.1%  -10.8%  Total pensions and annuities (including nontaxable)
379           13     $500,000 under $1,000,000  e01500  pensions     41,237,548,000     41,196,310,042   -41,237,958  -0.1%   -0.6%  Total pensions and annuities (including nontaxable)
396           14   $1,000,000 under $1,500,000  e01500  pensions     10,150,853,000     10,161,003,954    10,150,954   0.1%   10.5%  Total pensions and annuities (including nontaxable)
434           15   $1,500,000 under $2,000,000  e01500  pensions      4,472,303,000      4,476,775,347     4,472,347   0.1%   24.6%  Total pensions and annuities (including nontaxable)
569           16   $2,000,000 under $5,000,000  e01500  pensions      7,144,885,000      7,152,029,951     7,144,951   0.1%   19.4%  Total pensions and annuities (including nontaxable)
794           17  $5,000,000 under $10,000,000  e01500  pensions      2,160,456,000      2,160,451,811        -4,189  -0.0%   22.9%  Total pensions and annuities (including nontaxable)
585           18           $10,000,000 or more  e01500  pensions      2,143,532,000      2,141,388,449    -2,143,551  -0.1%   -9.8%  Total pensions and annuities (including nontaxable)

     common_stub                      incrange      pufvar         irsvar      target         puf    diff  pdiff  ipdiff                                                          column_description
752            0                   All returns  e01500_nnz  nret_pensions  30,610,779  30,617,519   6,740   0.0%   -2.8%  Number of returns with total pensions and annuities (including nontaxable)
704            1                  Under $5,000  e01500_nnz  nret_pensions   1,004,073   1,003,579    -494  -0.0%  -59.5%  Number of returns with total pensions and annuities (including nontaxable)
609            2          $5,000 under $10,000  e01500_nnz  nret_pensions   1,208,473   1,209,680   1,207   0.1%  -69.2%  Number of returns with total pensions and annuities (including nontaxable)
479            3         $10,000 under $15,000  e01500_nnz  nret_pensions   1,573,498   1,571,924  -1,574  -0.1%  -18.6%  Number of returns with total pensions and annuities (including nontaxable)
404            4         $15,000 under $20,000  e01500_nnz  nret_pensions   1,545,385   1,543,840  -1,545  -0.1%   -5.8%  Number of returns with total pensions and annuities (including nontaxable)
412            5         $20,000 under $25,000  e01500_nnz  nret_pensions   1,507,057   1,505,550  -1,507  -0.1%   -9.6%  Number of returns with total pensions and annuities (including nontaxable)
507            6         $25,000 under $30,000  e01500_nnz  nret_pensions   1,360,383   1,361,743   1,360   0.1%   22.4%  Number of returns with total pensions and annuities (including nontaxable)
378            7         $30,000 under $40,000  e01500_nnz  nret_pensions   2,496,150   2,493,654  -2,496  -0.1%    4.1%  Number of returns with total pensions and annuities (including nontaxable)
546            8         $40,000 under $50,000  e01500_nnz  nret_pensions   2,203,783   2,205,987   2,204   0.1%   11.5%  Number of returns with total pensions and annuities (including nontaxable)
538            9         $50,000 under $75,000  e01500_nnz  nret_pensions   5,129,174   5,134,303   5,129   0.1%    5.4%  Number of returns with total pensions and annuities (including nontaxable)
454           10        $75,000 under $100,000  e01500_nnz  nret_pensions   4,060,177   4,056,117  -4,060  -0.1%    0.3%  Number of returns with total pensions and annuities (including nontaxable)
355           11       $100,000 under $200,000  e01500_nnz  nret_pensions   6,326,557   6,332,884   6,327   0.1%    2.1%  Number of returns with total pensions and annuities (including nontaxable)
340           12       $200,000 under $500,000  e01500_nnz  nret_pensions   1,838,752   1,840,591   1,839   0.1%   -0.0%  Number of returns with total pensions and annuities (including nontaxable)
188           13     $500,000 under $1,000,000  e01500_nnz  nret_pensions     240,808     241,049     241   0.1%    7.0%  Number of returns with total pensions and annuities (including nontaxable)
159           14   $1,000,000 under $1,500,000  e01500_nnz  nret_pensions      52,066      52,118      52   0.1%   13.1%  Number of returns with total pensions and annuities (including nontaxable)
171           15   $1,500,000 under $2,000,000  e01500_nnz  nret_pensions      21,292      21,313      21   0.1%   23.9%  Number of returns with total pensions and annuities (including nontaxable)
208           16   $2,000,000 under $5,000,000  e01500_nnz  nret_pensions      30,807      30,838      31   0.1%   15.2%  Number of returns with total pensions and annuities (including nontaxable)
788           17  $5,000,000 under $10,000,000  e01500_nnz  nret_pensions       7,500       7,500       0   0.0%   28.5%  Number of returns with total pensions and annuities (including nontaxable)
120           18           $10,000,000 or more  e01500_nnz  nret_pensions       4,844       4,849       5   0.1%    2.1%  Number of returns with total pensions and annuities (including nontaxable)

     common_stub                      incrange  pufvar     irsvar           target              puf          diff  pdiff  ipdiff              column_description
689            0                   All returns  e02400  socsectot  644,989,570,000  644,610,814,903  -378,755,097  -0.1%  -12.2%  Total Social Security benefits
674            1                  Under $5,000  e02400  socsectot   51,453,659,000   51,490,207,867    36,548,867   0.1%  -63.6%  Total Social Security benefits
607            2          $5,000 under $10,000  e02400  socsectot   37,114,006,000   37,076,917,215   -37,088,785  -0.1%  -70.0%  Total Social Security benefits
388            3         $10,000 under $15,000  e02400  socsectot   41,753,457,000   41,711,703,128   -41,753,872  -0.1%  -35.4%  Total Social Security benefits
358            4         $15,000 under $20,000  e02400  socsectot   35,555,521,000   35,519,965,125   -35,555,875  -0.1%  -21.9%  Total Social Security benefits
424            5         $20,000 under $25,000  e02400  socsectot   33,489,639,000   33,456,149,029   -33,489,971  -0.1%  -16.7%  Total Social Security benefits
437            6         $25,000 under $30,000  e02400  socsectot   27,215,744,000   27,188,527,987   -27,216,013  -0.1%   23.3%  Total Social Security benefits
247            7         $30,000 under $40,000  e02400  socsectot   46,193,861,000   46,240,055,324    46,194,324   0.1%   12.1%  Total Social Security benefits
315            8         $40,000 under $50,000  e02400  socsectot   38,155,680,000   38,193,836,061    38,156,061   0.1%   19.9%  Total Social Security benefits
372            9         $50,000 under $75,000  e02400  socsectot   93,596,920,000   93,503,322,148   -93,597,852  -0.1%    1.4%  Total Social Security benefits
450           10        $75,000 under $100,000  e02400  socsectot   77,224,418,000   77,147,192,819   -77,225,181  -0.1%    3.4%  Total Social Security benefits
648           11       $100,000 under $200,000  e02400  socsectot  117,674,183,000  117,565,826,542  -108,356,458  -0.1%   -7.1%  Total Social Security benefits
351           12       $200,000 under $500,000  e02400  socsectot   36,219,795,000   36,183,574,844   -36,220,156  -0.1%  -19.9%  Total Social Security benefits
543           13     $500,000 under $1,000,000  e02400  socsectot    6,075,048,000    6,068,972,893    -6,075,107  -0.1%   -0.4%  Total Social Security benefits
503           14   $1,000,000 under $1,500,000  e02400  socsectot    1,390,704,000    1,389,313,282    -1,390,718  -0.1%   -2.9%  Total Social Security benefits
523           15   $1,500,000 under $2,000,000  e02400  socsectot      588,018,000      587,429,976      -588,024  -0.1%   18.9%  Total Social Security benefits
470           16   $2,000,000 under $5,000,000  e02400  socsectot      902,381,000      901,478,610      -902,390  -0.1%   11.5%  Total Social Security benefits
760           17  $5,000,000 under $10,000,000  e02400  socsectot      230,913,000      230,874,678       -38,322  -0.0%   19.7%  Total Social Security benefits
582           18           $10,000,000 or more  e02400  socsectot      155,623,000      155,467,376      -155,624  -0.1%   -7.7%  Total Social Security benefits

     common_stub                      incrange      pufvar          irsvar      target         puf    diff  pdiff  ipdiff                                     column_description
791            0                   All returns  e02400_nnz  nret_socsectot  28,967,603  28,967,322    -281  -0.0%  -11.0%  Number of returns with total Social Security benefits
654            1                  Under $5,000  e02400_nnz  nret_socsectot   2,764,827   2,762,377  -2,450  -0.1%  -63.1%  Number of returns with total Social Security benefits
606            2          $5,000 under $10,000  e02400_nnz  nret_socsectot   2,000,972   2,002,972   2,000   0.1%  -65.5%  Number of returns with total Social Security benefits
205            3         $10,000 under $15,000  e02400_nnz  nret_socsectot   2,201,549   2,203,751   2,202   0.1%  -26.7%  Number of returns with total Social Security benefits
231            4         $15,000 under $20,000  e02400_nnz  nret_socsectot   1,836,800   1,838,637   1,837   0.1%  -10.7%  Number of returns with total Social Security benefits
405            5         $20,000 under $25,000  e02400_nnz  nret_socsectot   1,637,535   1,635,897  -1,638  -0.1%  -12.2%  Number of returns with total Social Security benefits
409            6         $25,000 under $30,000  e02400_nnz  nret_socsectot   1,297,421   1,296,124  -1,297  -0.1%   21.4%  Number of returns with total Social Security benefits
694            7         $30,000 under $40,000  e02400_nnz  nret_socsectot   2,202,026   2,203,275   1,249   0.1%   10.6%  Number of returns with total Social Security benefits
787            8         $40,000 under $50,000  e02400_nnz  nret_socsectot   1,838,614   1,838,650      36   0.0%   17.7%  Number of returns with total Social Security benefits
386            9         $50,000 under $75,000  e02400_nnz  nret_socsectot   4,323,996   4,319,672  -4,324  -0.1%    4.1%  Number of returns with total Social Security benefits
429           10        $75,000 under $100,000  e02400_nnz  nret_socsectot   3,214,006   3,210,792  -3,214  -0.1%    2.3%  Number of returns with total Social Security benefits
618           11       $100,000 under $200,000  e02400_nnz  nret_socsectot   4,234,271   4,238,458   4,187   0.1%   -3.7%  Number of returns with total Social Security benefits
660           12       $200,000 under $500,000  e02400_nnz  nret_socsectot   1,146,717   1,147,678     961   0.1%   -9.6%  Number of returns with total Social Security benefits
638           13     $500,000 under $1,000,000  e02400_nnz  nret_socsectot     177,394     177,563     169   0.1%   10.0%  Number of returns with total Social Security benefits
771           14   $1,000,000 under $1,500,000  e02400_nnz  nret_socsectot      39,871      39,867      -4  -0.0%   10.0%  Number of returns with total Social Security benefits
699           15   $1,500,000 under $2,000,000  e02400_nnz  nret_socsectot      16,567      16,576       9   0.1%   30.9%  Number of returns with total Social Security benefits
741           16   $2,000,000 under $5,000,000  e02400_nnz  nret_socsectot      24,884      24,878      -6  -0.0%   26.7%  Number of returns with total Social Security benefits
778           17  $5,000,000 under $10,000,000  e02400_nnz  nret_socsectot       6,197       6,197       0   0.0%   35.9%  Number of returns with total Social Security benefits
743           18           $10,000,000 or more  e02400_nnz  nret_socsectot       3,957       3,958       1   0.0%    1.1%  Number of returns with total Social Security benefits

     common_stub                      incrange  pufvar         irsvar           target              puf          diff  pdiff  ipdiff                column_description
693            0                   All returns  c02500  socsectaxable  309,539,629,000  309,363,837,788  -175,791,212  -0.1%   -1.4%  Taxable Social Security benefits
596            1                  Under $5,000  c02500  socsectaxable      110,488,000      110,598,489       110,489   0.1%  -71.9%  Taxable Social Security benefits
474            2          $5,000 under $10,000  c02500  socsectaxable      243,551,000      243,307,447      -243,553  -0.1%  -96.6%  Taxable Social Security benefits
462            3         $10,000 under $15,000  c02500  socsectaxable      323,074,000      322,750,923      -323,077  -0.1%  -50.4%  Taxable Social Security benefits
281            4         $15,000 under $20,000  c02500  socsectaxable    1,049,423,000    1,050,472,433     1,049,433   0.1%  -26.8%  Taxable Social Security benefits
421            5         $20,000 under $25,000  c02500  socsectaxable    3,116,870,000    3,113,753,099    -3,116,901  -0.1%  -15.8%  Taxable Social Security benefits
419            6         $25,000 under $30,000  c02500  socsectaxable    4,545,548,000    4,541,002,407    -4,545,593  -0.1%   14.5%  Taxable Social Security benefits
374            7         $30,000 under $40,000  c02500  socsectaxable   13,407,599,000   13,394,191,268   -13,407,732  -0.1%    7.8%  Taxable Social Security benefits
363            8         $40,000 under $50,000  c02500  socsectaxable   18,230,010,000   18,211,779,808   -18,230,192  -0.1%   18.3%  Taxable Social Security benefits
471            9         $50,000 under $75,000  c02500  socsectaxable   65,701,381,000   65,635,678,971   -65,702,029  -0.1%    3.3%  Taxable Social Security benefits
192           10        $75,000 under $100,000  c02500  socsectaxable   64,116,496,000   64,180,613,144    64,117,144   0.1%    4.1%  Taxable Social Security benefits
353           11       $100,000 under $200,000  c02500  socsectaxable   99,970,116,000   99,870,144,888   -99,971,112  -0.1%   -7.1%  Taxable Social Security benefits
642           12       $200,000 under $500,000  c02500  socsectaxable   30,785,150,000   30,756,038,617   -29,111,383  -0.1%  -19.9%  Taxable Social Security benefits
624           13     $500,000 under $1,000,000  c02500  socsectaxable    5,163,685,000    5,158,626,959    -5,058,041  -0.1%   -0.4%  Taxable Social Security benefits
692           14   $1,000,000 under $1,500,000  c02500  socsectaxable    1,181,596,000    1,180,916,290      -679,710  -0.1%   -2.9%  Taxable Social Security benefits
664           15   $1,500,000 under $2,000,000  c02500  socsectaxable      499,697,000      499,315,480      -381,520  -0.1%   18.9%  Taxable Social Security benefits
747           16   $2,000,000 under $5,000,000  c02500  socsectaxable      766,436,000      766,256,819      -179,181  -0.0%   11.6%  Taxable Social Security benefits
769           17  $5,000,000 under $10,000,000  c02500  socsectaxable      196,265,000      196,243,476       -21,524  -0.0%   19.8%  Taxable Social Security benefits
667           18           $10,000,000 or more  c02500  socsectaxable      132,245,000      132,147,269       -97,731  -0.1%   -7.7%  Taxable Social Security benefits

     common_stub                      incrange      pufvar              irsvar      target         puf    diff  pdiff  ipdiff                                       column_description
663            0                   All returns  c02500_nnz  nret_socsectaxable  20,929,431  20,945,943  16,512   0.1%    2.4%  Number of returns with taxable Social Security benefits
107            1                  Under $5,000  c02500_nnz  nret_socsectaxable      25,697      25,671     -26  -0.1%  -79.8%  Number of returns with taxable Social Security benefits
17             2          $5,000 under $10,000  c02500_nnz  nret_socsectaxable      44,872      54,390   9,518  21.2%  -85.3%  Number of returns with taxable Social Security benefits
232            3         $10,000 under $15,000  c02500_nnz  nret_socsectaxable     185,390     185,575     185   0.1%  -27.1%  Number of returns with taxable Social Security benefits
284            4         $15,000 under $20,000  c02500_nnz  nret_socsectaxable     860,783     861,644     861   0.1%  -18.2%  Number of returns with taxable Social Security benefits
216            5         $20,000 under $25,000  c02500_nnz  nret_socsectaxable   1,345,904   1,347,250   1,346   0.1%   -8.0%  Number of returns with taxable Social Security benefits
218            6         $25,000 under $30,000  c02500_nnz  nret_socsectaxable   1,243,664   1,244,908   1,244   0.1%   23.2%  Number of returns with taxable Social Security benefits
279            7         $30,000 under $40,000  c02500_nnz  nret_socsectaxable   2,200,016   2,202,216   2,200   0.1%   10.7%  Number of returns with taxable Social Security benefits
695            8         $40,000 under $50,000  c02500_nnz  nret_socsectaxable   1,837,609   1,838,650   1,041   0.1%   17.8%  Number of returns with taxable Social Security benefits
665            9         $50,000 under $75,000  c02500_nnz  nret_socsectaxable   4,322,960   4,319,672  -3,288  -0.1%    4.1%  Number of returns with taxable Social Security benefits
676           10        $75,000 under $100,000  c02500_nnz  nret_socsectaxable   3,213,007   3,210,792  -2,215  -0.1%    2.3%  Number of returns with taxable Social Security benefits
380           11       $100,000 under $200,000  c02500_nnz  nret_socsectaxable   4,234,224   4,238,458   4,234   0.1%   -3.7%  Number of returns with taxable Social Security benefits
251           12       $200,000 under $500,000  c02500_nnz  nret_socsectaxable   1,146,531   1,147,678   1,147   0.1%   -9.6%  Number of returns with taxable Social Security benefits
139           13     $500,000 under $1,000,000  c02500_nnz  nret_socsectaxable     177,386     177,563     177   0.1%   10.0%  Number of returns with taxable Social Security benefits
144           14   $1,000,000 under $1,500,000  c02500_nnz  nret_socsectaxable      39,827      39,867      40   0.1%   10.2%  Number of returns with taxable Social Security benefits
148           15   $1,500,000 under $2,000,000  c02500_nnz  nret_socsectaxable      16,559      16,576      17   0.1%   30.9%  Number of returns with taxable Social Security benefits
164           16   $2,000,000 under $5,000,000  c02500_nnz  nret_socsectaxable      24,853      24,878      25   0.1%   26.9%  Number of returns with taxable Social Security benefits
750           17  $5,000,000 under $10,000,000  c02500_nnz  nret_socsectaxable       6,196       6,197       1   0.0%   35.9%  Number of returns with taxable Social Security benefits
117           18           $10,000,000 or more  c02500_nnz  nret_socsectaxable       3,954       3,958       4   0.1%    1.2%  Number of returns with taxable Social Security benefits

     common_stub                      incrange     pufvar           irsvar           target              puf          diff  pdiff  ipdiff                       column_description
690            0                   All returns  e26270pos  partnerscorpinc  833,430,151,000  832,941,730,024  -488,420,976  -0.1%  -18.2%  Partnership or S corporation net income
786            1                  Under $5,000  e26270pos  partnerscorpinc    6,965,822,000    6,966,033,315       211,315   0.0%  -43.7%  Partnership or S corporation net income
652            2          $5,000 under $10,000  e26270pos  partnerscorpinc      686,865,000      687,482,958       617,958   0.1%  -39.0%  Partnership or S corporation net income
140            3         $10,000 under $15,000  e26270pos  partnerscorpinc    1,042,515,000    1,043,557,526     1,042,526   0.1%   11.6%  Partnership or S corporation net income
601            4         $15,000 under $20,000  e26270pos  partnerscorpinc    1,064,545,000    1,063,480,464    -1,064,536  -0.1%   26.8%  Partnership or S corporation net income
476            5         $20,000 under $25,000  e26270pos  partnerscorpinc    1,716,869,000    1,715,152,114    -1,716,886  -0.1%  -28.5%  Partnership or S corporation net income
556            6         $25,000 under $30,000  e26270pos  partnerscorpinc    1,576,551,000    1,578,127,566     1,576,566   0.1%   15.6%  Partnership or S corporation net income
561            7         $30,000 under $40,000  e26270pos  partnerscorpinc    4,795,472,000    4,790,676,483    -4,795,517  -0.1%  -30.0%  Partnership or S corporation net income
591            8         $40,000 under $50,000  e26270pos  partnerscorpinc    4,885,683,000    4,880,797,278    -4,885,722  -0.1%   -6.7%  Partnership or S corporation net income
499            9         $50,000 under $75,000  e26270pos  partnerscorpinc   14,200,026,000   14,185,825,835   -14,200,165  -0.1%    0.4%  Partnership or S corporation net income
500           10        $75,000 under $100,000  e26270pos  partnerscorpinc   18,152,097,000   18,133,944,725   -18,152,275  -0.1%  -20.0%  Partnership or S corporation net income
597           11       $100,000 under $200,000  e26270pos  partnerscorpinc   71,515,726,000   71,444,210,250   -71,515,750  -0.1%   -5.9%  Partnership or S corporation net income
383           12       $200,000 under $500,000  e26270pos  partnerscorpinc  150,290,571,000  150,140,278,934  -150,292,066  -0.1%   -9.6%  Partnership or S corporation net income
310           13     $500,000 under $1,000,000  e26270pos  partnerscorpinc  132,021,848,000  131,889,824,834  -132,023,166  -0.1%  -17.0%  Partnership or S corporation net income
306           14   $1,000,000 under $1,500,000  e26270pos  partnerscorpinc   71,201,820,000   71,130,617,469   -71,202,531  -0.1%  -13.1%  Partnership or S corporation net income
326           15   $1,500,000 under $2,000,000  e26270pos  partnerscorpinc   43,763,972,000   43,720,207,591   -43,764,409  -0.1%  -15.0%  Partnership or S corporation net income
321           16   $2,000,000 under $5,000,000  e26270pos  partnerscorpinc  111,793,721,000  111,681,926,164  -111,794,836  -0.1%  -12.6%  Partnership or S corporation net income
765           17  $5,000,000 under $10,000,000  e26270pos  partnerscorpinc   56,536,444,000   56,528,760,490    -7,683,510  -0.0%   -8.4%  Partnership or S corporation net income
209           18           $10,000,000 or more  e26270pos  partnerscorpinc  141,219,605,000  141,360,826,028   141,221,028   0.1%  -47.4%  Partnership or S corporation net income

     common_stub                      incrange         pufvar                irsvar     target        puf    diff  pdiff  ipdiff                                              column_description
691            0                   All returns  e26270pos_nnz  nret_partnerscorpinc  6,240,408  6,236,789  -3,619  -0.1%   -7.2%  Number of returns with partnership or S corporation net income
772            1                  Under $5,000  e26270pos_nnz  nret_partnerscorpinc    162,632    162,648      16   0.0%  -45.6%  Number of returns with partnership or S corporation net income
643            2          $5,000 under $10,000  e26270pos_nnz  nret_partnerscorpinc     92,439     92,353     -86  -0.1%  -30.3%  Number of returns with partnership or S corporation net income
137            3         $10,000 under $15,000  e26270pos_nnz  nret_partnerscorpinc    115,968    116,084     116   0.1%   13.2%  Number of returns with partnership or S corporation net income
577            4         $15,000 under $20,000  e26270pos_nnz  nret_partnerscorpinc    101,344    101,445     101   0.1%   24.3%  Number of returns with partnership or S corporation net income
537            5         $20,000 under $25,000  e26270pos_nnz  nret_partnerscorpinc    138,864    139,003     139   0.1%  -14.6%  Number of returns with partnership or S corporation net income
504            6         $25,000 under $30,000  e26270pos_nnz  nret_partnerscorpinc    122,819    122,696    -123  -0.1%    1.5%  Number of returns with partnership or S corporation net income
423            7         $30,000 under $40,000  e26270pos_nnz  nret_partnerscorpinc    279,552    279,272    -280  -0.1%  -30.8%  Number of returns with partnership or S corporation net income
494            8         $40,000 under $50,000  e26270pos_nnz  nret_partnerscorpinc    261,439    261,178    -261  -0.1%   -9.1%  Number of returns with partnership or S corporation net income
651            9         $50,000 under $75,000  e26270pos_nnz  nret_partnerscorpinc    623,153    623,714     561   0.1%    4.5%  Number of returns with partnership or S corporation net income
489           10        $75,000 under $100,000  e26270pos_nnz  nret_partnerscorpinc    642,516    641,873    -643  -0.1%  -14.2%  Number of returns with partnership or S corporation net income
452           11       $100,000 under $200,000  e26270pos_nnz  nret_partnerscorpinc  1,646,657  1,645,010  -1,647  -0.1%   -5.4%  Number of returns with partnership or S corporation net income
458           12       $200,000 under $500,000  e26270pos_nnz  nret_partnerscorpinc  1,328,248  1,326,920  -1,328  -0.1%   -4.4%  Number of returns with partnership or S corporation net income
407           13     $500,000 under $1,000,000  e26270pos_nnz  nret_partnerscorpinc    443,879    443,435    -444  -0.1%   -8.9%  Number of returns with partnership or S corporation net income
235           14   $1,000,000 under $1,500,000  e26270pos_nnz  nret_partnerscorpinc    121,853    121,975     122   0.1%   -4.0%  Number of returns with partnership or S corporation net income
217           15   $1,500,000 under $2,000,000  e26270pos_nnz  nret_partnerscorpinc     51,640     51,692      52   0.1%    1.5%  Number of returns with partnership or S corporation net income
248           16   $2,000,000 under $5,000,000  e26270pos_nnz  nret_partnerscorpinc     76,700     76,777      77   0.1%   -1.6%  Number of returns with partnership or S corporation net income
756           17  $5,000,000 under $10,000,000  e26270pos_nnz  nret_partnerscorpinc     18,695     18,691      -4  -0.0%    4.0%  Number of returns with partnership or S corporation net income
143           18           $10,000,000 or more  e26270pos_nnz  nret_partnerscorpinc     12,010     12,022      12   0.1%  -11.1%  Number of returns with partnership or S corporation net income

     common_stub                      incrange     pufvar            irsvar            target               puf         diff  pdiff  ipdiff                     column_description
737            0                   All returns  e26270neg  partnerscorploss  -153,150,406,000  -153,190,146,302  -39,740,302   0.0%    7.7%  Partnership or S corporation net loss
679            1                  Under $5,000  e26270neg  partnerscorploss   -63,385,900,000   -63,428,229,193  -42,329,193   0.1%    0.3%  Partnership or S corporation net loss
661            2          $5,000 under $10,000  e26270neg  partnerscorploss      -667,230,000      -666,673,262      556,738  -0.1%   15.3%  Partnership or S corporation net loss
539            3         $10,000 under $15,000  e26270neg  partnerscorploss      -737,049,000      -737,786,056     -737,056   0.1%  -11.2%  Partnership or S corporation net loss
124            4         $15,000 under $20,000  e26270neg  partnerscorploss      -532,507,000      -533,039,513     -532,513   0.1%   37.2%  Partnership or S corporation net loss
106            5         $20,000 under $25,000  e26270neg  partnerscorploss      -710,376,000      -711,086,386     -710,386   0.1%   51.3%  Partnership or S corporation net loss
592            6         $25,000 under $30,000  e26270neg  partnerscorploss      -805,577,000      -806,382,583     -805,583   0.1%  -23.8%  Partnership or S corporation net loss
588            7         $30,000 under $40,000  e26270neg  partnerscorploss    -1,720,413,000    -1,722,133,428   -1,720,428   0.1%   25.4%  Partnership or S corporation net loss
540            8         $40,000 under $50,000  e26270neg  partnerscorploss    -2,200,704,000    -2,198,503,275    2,200,725  -0.1%  -20.6%  Partnership or S corporation net loss
480            9         $50,000 under $75,000  e26270neg  partnerscorploss    -4,611,892,000    -4,607,280,063    4,611,937  -0.1%  -11.6%  Partnership or S corporation net loss
112           10        $75,000 under $100,000  e26270neg  partnerscorploss    -3,622,695,000    -3,626,317,738   -3,622,738   0.1%   58.0%  Partnership or S corporation net loss
574           11       $100,000 under $200,000  e26270neg  partnerscorploss   -10,487,846,000   -10,498,333,942  -10,487,942   0.1%   40.1%  Partnership or S corporation net loss
598           12       $200,000 under $500,000  e26270neg  partnerscorploss   -11,619,566,000   -11,631,185,566  -11,619,566   0.1%   21.1%  Partnership or S corporation net loss
131           13     $500,000 under $1,000,000  e26270neg  partnerscorploss    -6,945,597,000    -6,952,542,672   -6,945,672   0.1%   40.3%  Partnership or S corporation net loss
114           14   $1,000,000 under $1,500,000  e26270neg  partnerscorploss    -3,604,348,000    -3,607,952,390   -3,604,390   0.1%   38.0%  Partnership or S corporation net loss
581           15   $1,500,000 under $2,000,000  e26270neg  partnerscorploss    -2,593,751,000    -2,591,157,226    2,593,774  -0.1%   23.9%  Partnership or S corporation net loss
548           16   $2,000,000 under $5,000,000  e26270neg  partnerscorploss    -7,767,942,000    -7,760,173,984    7,768,016  -0.1%   23.7%  Partnership or S corporation net loss
795           17  $5,000,000 under $10,000,000  e26270neg  partnerscorploss    -5,485,485,000    -5,485,491,742       -6,742   0.0%   78.1%  Partnership or S corporation net loss
594           18           $10,000,000 or more  e26270neg  partnerscorploss   -25,651,529,000   -25,625,877,283   25,651,717  -0.1%  -30.8%  Partnership or S corporation net loss

     common_stub                      incrange         pufvar                 irsvar     target        puf  diff  pdiff  ipdiff                                            column_description
783            0                   All returns  e26270neg_nnz  nret_partnerscorploss  2,872,745  2,872,863   118   0.0%    8.1%  Number of returns with partnership or S corporation net loss
759            1                  Under $5,000  e26270neg_nnz  nret_partnerscorploss    373,747    373,813    66   0.0%   -8.4%  Number of returns with partnership or S corporation net loss
644            2          $5,000 under $10,000  e26270neg_nnz  nret_partnerscorploss     69,107     69,042   -65  -0.1%  -32.2%  Number of returns with partnership or S corporation net loss
135            3         $10,000 under $15,000  e26270neg_nnz  nret_partnerscorploss     59,219     59,278    59   0.1%   17.8%  Number of returns with partnership or S corporation net loss
552            4         $15,000 under $20,000  e26270neg_nnz  nret_partnerscorploss     54,968     54,913   -55  -0.1%  -17.6%  Number of returns with partnership or S corporation net loss
146            5         $20,000 under $25,000  e26270neg_nnz  nret_partnerscorploss     54,237     54,291    54   0.1%   25.7%  Number of returns with partnership or S corporation net loss
520            6         $25,000 under $30,000  e26270neg_nnz  nret_partnerscorploss     65,233     65,168   -65  -0.1%  -17.2%  Number of returns with partnership or S corporation net loss
600            7         $30,000 under $40,000  e26270neg_nnz  nret_partnerscorploss    115,428    115,313  -115  -0.1%   16.0%  Number of returns with partnership or S corporation net loss
566            8         $40,000 under $50,000  e26270neg_nnz  nret_partnerscorploss    137,185    137,048  -137  -0.1%   -7.5%  Number of returns with partnership or S corporation net loss
558            9         $50,000 under $75,000  e26270neg_nnz  nret_partnerscorploss    324,532    324,207  -325  -0.1%    0.2%  Number of returns with partnership or S corporation net loss
567           10        $75,000 under $100,000  e26270neg_nnz  nret_partnerscorploss    311,410    311,099  -311  -0.1%   11.7%  Number of returns with partnership or S corporation net loss
549           11       $100,000 under $200,000  e26270neg_nnz  nret_partnerscorploss    701,622    702,324   702   0.1%   18.0%  Number of returns with partnership or S corporation net loss
430           12       $200,000 under $500,000  e26270neg_nnz  nret_partnerscorploss    406,948    407,355   407   0.1%   18.0%  Number of returns with partnership or S corporation net loss
531           13     $500,000 under $1,000,000  e26270neg_nnz  nret_partnerscorploss    111,970    111,858  -112  -0.1%   16.4%  Number of returns with partnership or S corporation net loss
565           14   $1,000,000 under $1,500,000  e26270neg_nnz  nret_partnerscorploss     31,954     31,922   -32  -0.1%   18.8%  Number of returns with partnership or S corporation net loss
568           15   $1,500,000 under $2,000,000  e26270neg_nnz  nret_partnerscorploss     15,383     15,398    15   0.1%   24.2%  Number of returns with partnership or S corporation net loss
222           16   $2,000,000 under $5,000,000  e26270neg_nnz  nret_partnerscorploss     25,811     25,837    26   0.1%   19.0%  Number of returns with partnership or S corporation net loss
