
Regrown reweighted puf, lsq method, compared to IRS values, run on 2020-11-15

Data are for filers only, using IRS filing requirements plus estimates of likely filing.

This report is in 3 sections:
  1. Summary report for all variables, summarized over all filers
  2. Detailed report by AGI range for each variable
  3. Table that provides details on puf variables and their mappings to irs data

1. Summary report for all variables, summarized over all filers:

    common_stub     incrange         pufvar                  irsvar                 irs                  puf                 diff    pdiff  ipdiff                                                                    column_description
125            3         $10,000 under $15,000  e02400  socsectot   41,753,457,000   1,139,749,702,069   1,097,996,245,069  2629.7%  -35.4%  Total Social Security benefits
159            4         $15,000 under $20,000  e02400  socsectot   35,555,521,000   1,232,459,310,911   1,196,903,789,911  3366.3%  -21.9%  Total Social Security benefits
193            5         $20,000 under $25,000  e02400  socsectot   33,489,639,000      33,623,177,106         133,538,106     0.4%  -16.7%  Total Social Security benefits
227            6         $25,000 under $30,000  e02400  socsectot   27,215,744,000      28,492,088,783       1,276,344,783     4.7%   23.3%  Total Social Security benefits
261            7         $30,000 under $40,000  e02400  socsectot   46,193,861,000      51,480,171,352       5,286,310,352    11.4%   12.1%  Total Social Security benefits
295            8         $40,000 under $50,000  e02400  socsectot   38,155,680,000   2,243,818,738,213   2,205,663,058,213  5780.7%   19.9%  Total Social Security benefits
329            9         $50,000 under $75,000  e02400  socsectot   93,596,920,000   4,416,814,739,191   4,323,217,819,191  4619.0%    1.4%  Total Social Security benefits
363           10        $75,000 under $100,000  e02400  socsectot   77,224,418,000   3,762,337,956,590   3,685,113,538,590  4772.0%    3.4%  Total Social Security benefits
397           11       $100,000 under $200,000  e02400  socsectot  117,674,183,000   5,581,574,846,694   5,463,900,663,694  4643.2%   -7.1%  Total Social Security benefits
431           12       $200,000 under $500,000  e02400  socsectot   36,219,795,000      36,217,823,529          -1,971,471    -0.0%  -19.9%  Total Social Security benefits
465           13     $500,000 under $1,000,000  e02400  socsectot    6,075,048,000     338,227,990,769     332,152,942,769  5467.5%   -0.4%  Total Social Security benefits
499           14   $1,000,000 under $1,500,000  e02400  socsectot    1,390,704,000       1,390,112,941            -591,059    -0.0%   -2.9%  Total Social Security benefits
533           15   $1,500,000 under $2,000,000  e02400  socsectot      588,018,000         587,878,824            -139,176    -0.0%   18.9%  Total Social Security benefits
567           16   $2,000,000 under $5,000,000  e02400  socsectot      902,381,000         901,689,412            -691,588    -0.1%   11.5%  Total Social Security benefits
601           17  $5,000,000 under $10,000,000  e02400  socsectot      230,913,000       8,666,952,393       8,436,039,393  3653.3%   19.7%  Total Social Security benefits
635           18           $10,000,000 or more  e02400  socsectot      155,623,000         155,582,353             -40,647    -0.0%   -7.7%  Total Social Security benefits

     common_stub                      incrange      pufvar          irsvar         irs          puf         diff    pdiff  ipdiff                                     column_description
24             0                   All returns  e02400_nnz  nret_socsectot  28,967,603  883,250,245  854,282,642  2949.1%  -11.0%  Number of returns with total Social Security benefits
58             1                  Under $5,000  e02400_nnz  nret_socsectot   2,764,827    1,634,977   -1,129,850   -40.9%  -63.1%  Number of returns with total Social Security benefits
92             2          $5,000 under $10,000  e02400_nnz  nret_socsectot   2,000,972   31,107,130   29,106,158  1454.6%  -65.5%  Number of returns with total Social Security benefits
126            3         $10,000 under $15,000  e02400_nnz  nret_socsectot   2,201,549   69,896,398   67,694,849  3074.9%  -26.7%  Number of returns with total Social Security benefits
160            4         $15,000 under $20,000  e02400_nnz  nret_socsectot   1,836,800   72,959,515   71,122,715  3872.1%  -10.7%  Number of returns with total Social Security benefits
194            5         $20,000 under $25,000  e02400_nnz  nret_socsectot   1,637,535    1,564,954      -72,581    -4.4%  -12.2%  Number of returns with total Social Security benefits
228            6         $25,000 under $30,000  e02400_nnz  nret_socsectot   1,297,421    1,275,029      -22,392    -1.7%   21.4%  Number of returns with total Social Security benefits
262            7         $30,000 under $40,000  e02400_nnz  nret_socsectot   2,202,026    2,200,709       -1,317    -0.1%   10.6%  Number of returns with total Social Security benefits
296            8         $40,000 under $50,000  e02400_nnz  nret_socsectot   1,838,614  104,837,116  102,998,502  5602.0%   17.7%  Number of returns with total Social Security benefits
330            9         $50,000 under $75,000  e02400_nnz  nret_socsectot   4,323,996  215,478,351  211,154,355  4883.3%    4.1%  Number of returns with total Social Security benefits
364           10        $75,000 under $100,000  e02400_nnz  nret_socsectot   3,214,006  156,602,881  153,388,875  4772.5%    2.3%  Number of returns with total Social Security benefits
398           11       $100,000 under $200,000  e02400_nnz  nret_socsectot   4,234,271  213,527,257  209,292,986  4942.8%   -3.7%  Number of returns with total Social Security benefits
432           12       $200,000 under $500,000  e02400_nnz  nret_socsectot   1,146,717    1,146,531         -186    -0.0%   -9.6%  Number of returns with total Social Security benefits
466           13     $500,000 under $1,000,000  e02400_nnz  nret_socsectot     177,394   10,684,981   10,507,587  5923.3%   10.0%  Number of returns with total Social Security benefits
500           14   $1,000,000 under $1,500,000  e02400_nnz  nret_socsectot      39,871       39,827          -44    -0.1%   10.0%  Number of returns with total Social Security benefits
534           15   $1,500,000 under $2,000,000  e02400_nnz  nret_socsectot      16,567       16,559           -8    -0.0%   30.9%  Number of returns with total Social Security benefits
568           16   $2,000,000 under $5,000,000  e02400_nnz  nret_socsectot      24,884       24,853          -31    -0.1%   26.7%  Number of returns with total Social Security benefits
602           17  $5,000,000 under $10,000,000  e02400_nnz  nret_socsectot       6,197      249,222      243,025  3921.7%   35.9%  Number of returns with total Social Security benefits
636           18           $10,000,000 or more  e02400_nnz  nret_socsectot       3,957        3,954           -3    -0.1%    1.1%  Number of returns with total Social Security benefits

     common_stub                      incrange  pufvar         irsvar              irs                 puf                diff    pdiff  ipdiff                column_description
5              0                   All returns  c02500  socsectaxable  309,539,629,000  12,549,902,952,627  12,240,363,323,627  3954.4%   -1.4%  Taxable Social Security benefits
39             1                  Under $5,000  c02500  socsectaxable      110,488,000         110,488,000                  -0    -0.0%  -71.9%  Taxable Social Security benefits
73             2          $5,000 under $10,000  c02500  socsectaxable      243,551,000          79,531,302        -164,019,698   -67.3%  -96.6%  Taxable Social Security benefits
107            3         $10,000 under $15,000  c02500  socsectaxable      323,074,000       3,212,743,993       2,889,669,993   894.4%  -50.4%  Taxable Social Security benefits
141            4         $15,000 under $20,000  c02500  socsectaxable    1,049,423,000      25,124,765,936      24,075,342,936  2294.2%  -26.8%  Taxable Social Security benefits
175            5         $20,000 under $25,000  c02500  socsectaxable    3,116,870,000       3,116,870,000                  -0    -0.0%  -15.8%  Taxable Social Security benefits
209            6         $25,000 under $30,000  c02500  socsectaxable    4,545,548,000       4,545,548,000                  -0    -0.0%   14.5%  Taxable Social Security benefits
243            7         $30,000 under $40,000  c02500  socsectaxable   13,407,599,000      13,407,599,000                  -0    -0.0%    7.8%  Taxable Social Security benefits
277            8         $40,000 under $50,000  c02500  socsectaxable   18,230,010,000   1,030,344,946,557   1,012,114,936,557  5551.9%   18.3%  Taxable Social Security benefits
311            9         $50,000 under $75,000  c02500  socsectaxable   65,701,381,000   3,226,589,637,393   3,160,888,256,393  4811.0%    3.3%  Taxable Social Security benefits
345           10        $75,000 under $100,000  c02500  socsectaxable   64,116,496,000   3,174,626,296,303   3,110,509,800,303  4851.3%    4.1%  Taxable Social Security benefits
379           11       $100,000 under $200,000  c02500  socsectaxable   99,970,116,000   4,740,518,700,454   4,640,548,584,454  4641.9%   -7.1%  Taxable Social Security benefits
413           12       $200,000 under $500,000  c02500  socsectaxable   30,785,150,000      30,785,150,000                  -0    -0.0%  -19.9%  Taxable Social Security benefits
447           13     $500,000 under $1,000,000  c02500  socsectaxable    5,163,685,000     287,493,792,154     282,330,107,154  5467.6%   -0.4%  Taxable Social Security benefits
481           14   $1,000,000 under $1,500,000  c02500  socsectaxable    1,181,596,000       1,181,596,000                   0     0.0%   -2.9%  Taxable Social Security benefits
515           15   $1,500,000 under $2,000,000  c02500  socsectaxable      499,697,000         499,697,000                   0     0.0%   18.9%  Taxable Social Security benefits
549           16   $2,000,000 under $5,000,000  c02500  socsectaxable      766,436,000         766,436,000                   0     0.0%   11.6%  Taxable Social Security benefits
583           17  $5,000,000 under $10,000,000  c02500  socsectaxable      196,265,000       7,366,909,534       7,170,644,534  3653.6%   19.8%  Taxable Social Security benefits
617           18           $10,000,000 or more  c02500  socsectaxable      132,245,000         132,245,000                   0     0.0%   -7.7%  Taxable Social Security benefits

     common_stub                      incrange      pufvar              irsvar         irs          puf         diff    pdiff  ipdiff                                       column_description
6              0                   All returns  c02500_nnz  nret_socsectaxable  20,929,431  739,817,582  718,888,151  3434.8%    2.4%  Number of returns with taxable Social Security benefits
40             1                  Under $5,000  c02500_nnz  nret_socsectaxable      25,697       25,697           -0    -0.0%  -79.8%  Number of returns with taxable Social Security benefits
74             2          $5,000 under $10,000  c02500_nnz  nret_socsectaxable      44,872       49,721        4,849    10.8%  -85.3%  Number of returns with taxable Social Security benefits
108            3         $10,000 under $15,000  c02500_nnz  nret_socsectaxable     185,390    4,549,883    4,364,493  2354.2%  -27.1%  Number of returns with taxable Social Security benefits
142            4         $15,000 under $20,000  c02500_nnz  nret_socsectaxable     860,783   27,791,165   26,930,382  3128.6%  -18.2%  Number of returns with taxable Social Security benefits
176            5         $20,000 under $25,000  c02500_nnz  nret_socsectaxable   1,345,904    1,345,904           -0    -0.0%   -8.0%  Number of returns with taxable Social Security benefits
210            6         $25,000 under $30,000  c02500_nnz  nret_socsectaxable   1,243,664    1,243,664           -0    -0.0%   23.2%  Number of returns with taxable Social Security benefits
244            7         $30,000 under $40,000  c02500_nnz  nret_socsectaxable   2,200,016    2,200,016           -0    -0.0%   10.7%  Number of returns with taxable Social Security benefits
278            8         $40,000 under $50,000  c02500_nnz  nret_socsectaxable   1,837,609  104,837,116  102,999,507  5605.1%   17.8%  Number of returns with taxable Social Security benefits
312            9         $50,000 under $75,000  c02500_nnz  nret_socsectaxable   4,322,960  215,478,351  211,155,391  4884.5%    4.1%  Number of returns with taxable Social Security benefits
346           10        $75,000 under $100,000  c02500_nnz  nret_socsectaxable   3,213,007  156,602,881  153,389,874  4774.0%    2.3%  Number of returns with taxable Social Security benefits
380           11       $100,000 under $200,000  c02500_nnz  nret_socsectaxable   4,234,224  213,527,257  209,293,033  4942.9%   -3.7%  Number of returns with taxable Social Security benefits
414           12       $200,000 under $500,000  c02500_nnz  nret_socsectaxable   1,146,531    1,146,531            0     0.0%   -9.6%  Number of returns with taxable Social Security benefits
448           13     $500,000 under $1,000,000  c02500_nnz  nret_socsectaxable     177,386   10,684,981   10,507,595  5923.6%   10.0%  Number of returns with taxable Social Security benefits
482           14   $1,000,000 under $1,500,000  c02500_nnz  nret_socsectaxable      39,827       39,827            0     0.0%   10.2%  Number of returns with taxable Social Security benefits
516           15   $1,500,000 under $2,000,000  c02500_nnz  nret_socsectaxable      16,559       16,559            0     0.0%   30.9%  Number of returns with taxable Social Security benefits
550           16   $2,000,000 under $5,000,000  c02500_nnz  nret_socsectaxable      24,853       24,853            0     0.0%   26.9%  Number of returns with taxable Social Security benefits
584           17  $5,000,000 under $10,000,000  c02500_nnz  nret_socsectaxable       6,196      249,222      243,026  3922.3%   35.9%  Number of returns with taxable Social Security benefits
618           18           $10,000,000 or more  c02500_nnz  nret_socsectaxable       3,954        3,954            0     0.0%    1.2%  Number of returns with taxable Social Security benefits

     common_stub                      incrange     pufvar           irsvar              irs                 puf                diff    pdiff  ipdiff                       column_description
27             0                   All returns  e26270pos  partnerscorpinc  833,430,151,000  12,126,055,892,271  11,292,625,741,271  1355.0%  -18.2%  Partnership or S corporation net income
61             1                  Under $5,000  e26270pos  partnerscorpinc    6,965,822,000       6,337,596,903        -628,225,097    -9.0%  -43.7%  Partnership or S corporation net income
95             2          $5,000 under $10,000  e26270pos  partnerscorpinc      686,865,000      17,217,573,963      16,530,708,963  2406.7%  -39.0%  Partnership or S corporation net income
129            3         $10,000 under $15,000  e26270pos  partnerscorpinc    1,042,515,000      41,686,784,151      40,644,269,151  3898.7%   11.6%  Partnership or S corporation net income
163            4         $15,000 under $20,000  e26270pos  partnerscorpinc    1,064,545,000      56,478,294,774      55,413,749,774  5205.4%   26.8%  Partnership or S corporation net income
197            5         $20,000 under $25,000  e26270pos  partnerscorpinc    1,716,869,000       1,179,937,772        -536,931,228   -31.3%  -28.5%  Partnership or S corporation net income
231            6         $25,000 under $30,000  e26270pos  partnerscorpinc    1,576,551,000       1,510,249,820         -66,301,180    -4.2%   15.6%  Partnership or S corporation net income
265            7         $30,000 under $40,000  e26270pos  partnerscorpinc    4,795,472,000       2,718,786,871      -2,076,685,129   -43.3%  -30.0%  Partnership or S corporation net income
299            8         $40,000 under $50,000  e26270pos  partnerscorpinc    4,885,683,000     209,909,900,678     205,024,217,678  4196.4%   -6.7%  Partnership or S corporation net income
333            9         $50,000 under $75,000  e26270pos  partnerscorpinc   14,200,026,000     535,049,711,108     520,849,685,108  3667.9%    0.4%  Partnership or S corporation net income
367           10        $75,000 under $100,000  e26270pos  partnerscorpinc   18,152,097,000     507,138,535,288     488,986,438,288  2693.8%  -20.0%  Partnership or S corporation net income
401           11       $100,000 under $200,000  e26270pos  partnerscorpinc   71,515,726,000   2,675,532,993,547   2,604,017,267,547  3641.2%   -5.9%  Partnership or S corporation net income
435           12       $200,000 under $500,000  e26270pos  partnerscorpinc  150,290,571,000     139,035,371,372     -11,255,199,628    -7.5%   -9.6%  Partnership or S corporation net income
469           13     $500,000 under $1,000,000  e26270pos  partnerscorpinc  132,021,848,000   6,011,339,031,939   5,879,317,183,939  4453.3%  -17.0%  Partnership or S corporation net income
503           14   $1,000,000 under $1,500,000  e26270pos  partnerscorpinc   71,201,820,000      69,179,880,444      -2,021,939,556    -2.8%  -13.1%  Partnership or S corporation net income
537           15   $1,500,000 under $2,000,000  e26270pos  partnerscorpinc   43,763,972,000      39,626,091,081      -4,137,880,919    -9.5%  -15.0%  Partnership or S corporation net income
571           16   $2,000,000 under $5,000,000  e26270pos  partnerscorpinc  111,793,721,000     104,169,861,026      -7,623,859,974    -6.8%  -12.6%  Partnership or S corporation net income
605           17  $5,000,000 under $10,000,000  e26270pos  partnerscorpinc   56,536,444,000   1,551,013,502,628   1,494,477,058,628  2643.4%   -8.4%  Partnership or S corporation net income
639           18           $10,000,000 or more  e26270pos  partnerscorpinc  141,219,605,000     156,931,788,905      15,712,183,905    11.1%  -47.4%  Partnership or S corporation net income

     common_stub                      incrange         pufvar                irsvar        irs          puf         diff    pdiff  ipdiff                                              column_description
28             0                   All returns  e26270pos_nnz  nret_partnerscorpinc  6,240,408  163,970,318  157,729,910  2527.6%   -7.2%  Number of returns with partnership or S corporation net income
62             1                  Under $5,000  e26270pos_nnz  nret_partnerscorpinc    162,632      169,232        6,600     4.1%  -45.6%  Number of returns with partnership or S corporation net income
96             2          $5,000 under $10,000  e26270pos_nnz  nret_partnerscorpinc     92,439    2,649,868    2,557,429  2766.6%  -30.3%  Number of returns with partnership or S corporation net income
130            3         $10,000 under $15,000  e26270pos_nnz  nret_partnerscorpinc    115,968    5,682,744    5,566,776  4800.3%   13.2%  Number of returns with partnership or S corporation net income
164            4         $15,000 under $20,000  e26270pos_nnz  nret_partnerscorpinc    101,344    5,193,402    5,092,058  5024.5%   24.3%  Number of returns with partnership or S corporation net income
198            5         $20,000 under $25,000  e26270pos_nnz  nret_partnerscorpinc    138,864      124,173      -14,691   -10.6%  -14.6%  Number of returns with partnership or S corporation net income
232            6         $25,000 under $30,000  e26270pos_nnz  nret_partnerscorpinc    122,819      105,659      -17,160   -14.0%    1.5%  Number of returns with partnership or S corporation net income
266            7         $30,000 under $40,000  e26270pos_nnz  nret_partnerscorpinc    279,552      173,505     -106,047   -37.9%  -30.8%  Number of returns with partnership or S corporation net income
300            8         $40,000 under $50,000  e26270pos_nnz  nret_partnerscorpinc    261,439   11,061,527   10,800,088  4131.0%   -9.1%  Number of returns with partnership or S corporation net income
334            9         $50,000 under $75,000  e26270pos_nnz  nret_partnerscorpinc    623,153   28,240,921   27,617,768  4431.9%    4.5%  Number of returns with partnership or S corporation net income
368           10        $75,000 under $100,000  e26270pos_nnz  nret_partnerscorpinc    642,516   19,434,220   18,791,704  2924.7%  -14.2%  Number of returns with partnership or S corporation net income
402           11       $100,000 under $200,000  e26270pos_nnz  nret_partnerscorpinc  1,646,657   69,151,437   67,504,780  4099.5%   -5.4%  Number of returns with partnership or S corporation net income
436           12       $200,000 under $500,000  e26270pos_nnz  nret_partnerscorpinc  1,328,248    1,279,671      -48,577    -3.7%   -4.4%  Number of returns with partnership or S corporation net income
470           13     $500,000 under $1,000,000  e26270pos_nnz  nret_partnerscorpinc    443,879   19,650,882   19,207,003  4327.1%   -8.9%  Number of returns with partnership or S corporation net income
504           14   $1,000,000 under $1,500,000  e26270pos_nnz  nret_partnerscorpinc    121,853      121,814          -39    -0.0%   -4.0%  Number of returns with partnership or S corporation net income
538           15   $1,500,000 under $2,000,000  e26270pos_nnz  nret_partnerscorpinc     51,640       51,828          188     0.4%    1.5%  Number of returns with partnership or S corporation net income
572           16   $2,000,000 under $5,000,000  e26270pos_nnz  nret_partnerscorpinc     76,700       74,993       -1,707    -2.2%   -1.6%  Number of returns with partnership or S corporation net income
606           17  $5,000,000 under $10,000,000  e26270pos_nnz  nret_partnerscorpinc     18,695      791,985      773,290  4136.3%    4.0%  Number of returns with partnership or S corporation net income
640           18           $10,000,000 or more  e26270pos_nnz  nret_partnerscorpinc     12,010       12,458          448     3.7%  -11.1%  Number of returns with partnership or S corporation net income

     common_stub                      incrange     pufvar            irsvar               irs                 puf                diff    pdiff  ipdiff                     column_description
25             0                   All returns  e26270neg  partnerscorploss  -153,150,406,000  -2,007,330,919,132  -1,854,180,513,132  1210.7%    7.7%  Partnership or S corporation net loss
59             1                  Under $5,000  e26270neg  partnerscorploss   -63,385,900,000    -129,160,490,824     -65,774,590,824   103.8%    0.3%  Partnership or S corporation net loss
93             2          $5,000 under $10,000  e26270neg  partnerscorploss      -667,230,000     -29,568,521,718     -28,901,291,718  4331.5%   15.3%  Partnership or S corporation net loss
127            3         $10,000 under $15,000  e26270neg  partnerscorploss      -737,049,000     -41,534,667,154     -40,797,618,154  5535.3%  -11.2%  Partnership or S corporation net loss
161            4         $15,000 under $20,000  e26270neg  partnerscorploss      -532,507,000     -18,349,837,547     -17,817,330,547  3345.9%   37.2%  Partnership or S corporation net loss
195            5         $20,000 under $25,000  e26270neg  partnerscorploss      -710,376,000      -1,208,823,381        -498,447,381    70.2%   51.3%  Partnership or S corporation net loss
229            6         $25,000 under $30,000  e26270neg  partnerscorploss      -805,577,000        -620,251,683         185,325,317   -23.0%  -23.8%  Partnership or S corporation net loss
263            7         $30,000 under $40,000  e26270neg  partnerscorploss    -1,720,413,000      -1,657,311,132          63,101,868    -3.7%   25.4%  Partnership or S corporation net loss
297            8         $40,000 under $50,000  e26270neg  partnerscorploss    -2,200,704,000     -91,945,275,445     -89,744,571,445  4078.0%  -20.6%  Partnership or S corporation net loss
331            9         $50,000 under $75,000  e26270neg  partnerscorploss    -4,611,892,000    -230,680,802,741    -226,068,910,741  4901.9%  -11.6%  Partnership or S corporation net loss
365           10        $75,000 under $100,000  e26270neg  partnerscorploss    -3,622,695,000    -244,988,623,716    -241,365,928,716  6662.6%   58.0%  Partnership or S corporation net loss
399           11       $100,000 under $200,000  e26270neg  partnerscorploss   -10,487,846,000    -753,250,450,657    -742,762,604,657  7082.1%   40.1%  Partnership or S corporation net loss
433           12       $200,000 under $500,000  e26270neg  partnerscorploss   -11,619,566,000      -7,827,987,234       3,791,578,766   -32.6%   21.1%  Partnership or S corporation net loss
467           13     $500,000 under $1,000,000  e26270neg  partnerscorploss    -6,945,597,000    -187,255,598,651    -180,310,001,651  2596.0%   40.3%  Partnership or S corporation net loss
501           14   $1,000,000 under $1,500,000  e26270neg  partnerscorploss    -3,604,348,000      -2,757,155,618         847,192,382   -23.5%   38.0%  Partnership or S corporation net loss
535           15   $1,500,000 under $2,000,000  e26270neg  partnerscorploss    -2,593,751,000      -1,352,015,323       1,241,735,677   -47.9%   23.9%  Partnership or S corporation net loss
569           16   $2,000,000 under $5,000,000  e26270neg  partnerscorploss    -7,767,942,000      -6,215,069,425       1,552,872,575   -20.0%   23.7%  Partnership or S corporation net loss
603           17  $5,000,000 under $10,000,000  e26270neg  partnerscorploss    -5,485,485,000    -230,120,382,290    -224,634,897,290  4095.1%   78.1%  Partnership or S corporation net loss
637           18           $10,000,000 or more  e26270neg  partnerscorploss   -25,651,529,000     -28,837,654,590      -3,186,125,590    12.4%  -30.8%  Partnership or S corporation net loss

     common_stub                      incrange         pufvar                 irsvar        irs         puf        diff    pdiff  ipdiff                                            column_description
26             0                   All returns  e26270neg_nnz  nret_partnerscorploss  2,872,745  90,316,383  87,443,638  3043.9%    8.1%  Number of returns with partnership or S corporation net loss
60             1                  Under $5,000  e26270neg_nnz  nret_partnerscorploss    373,747     634,461     260,714    69.8%   -8.4%  Number of returns with partnership or S corporation net loss
94             2          $5,000 under $10,000  e26270neg_nnz  nret_partnerscorploss     69,107   2,137,331   2,068,224  2992.8%  -32.2%  Number of returns with partnership or S corporation net loss
128            3         $10,000 under $15,000  e26270neg_nnz  nret_partnerscorploss     59,219   3,623,046   3,563,827  6018.0%   17.8%  Number of returns with partnership or S corporation net loss
162            4         $15,000 under $20,000  e26270neg_nnz  nret_partnerscorploss     54,968   2,220,756   2,165,788  3940.1%  -17.6%  Number of returns with partnership or S corporation net loss
196            5         $20,000 under $25,000  e26270neg_nnz  nret_partnerscorploss     54,237      99,098      44,861    82.7%   25.7%  Number of returns with partnership or S corporation net loss
230            6         $25,000 under $30,000  e26270neg_nnz  nret_partnerscorploss     65,233      50,556     -14,677   -22.5%  -17.2%  Number of returns with partnership or S corporation net loss
264            7         $30,000 under $40,000  e26270neg_nnz  nret_partnerscorploss    115,428     116,193         765     0.7%   16.0%  Number of returns with partnership or S corporation net loss
298            8         $40,000 under $50,000  e26270neg_nnz  nret_partnerscorploss    137,185   6,154,104   6,016,919  4386.0%   -7.5%  Number of returns with partnership or S corporation net loss
332            9         $50,000 under $75,000  e26270neg_nnz  nret_partnerscorploss    324,532  16,219,639  15,895,107  4897.9%    0.2%  Number of returns with partnership or S corporation net loss
366           10        $75,000 under $100,000  e26270neg_nnz  nret_partnerscorploss    311,410  14,342,330  14,030,920  4505.6%   11.7%  Number of returns with partnership or S corporation net loss
400           11       $100,000 under $200,000  e26270neg_nnz  nret_partnerscorploss    701,622  38,919,803  38,218,181  5447.1%   18.0%  Number of returns with partnership or S corporation net loss
434           12       $200,000 under $500,000  e26270neg_nnz  nret_partnerscorploss    406,948     433,432      26,484     6.5%   18.0%  Number of returns with partnership or S corporation net loss
468           13     $500,000 under $1,000,000  e26270neg_nnz  nret_partnerscorploss    111,970   4,722,469   4,610,499  4117.6%   16.4%  Number of returns with partnership or S corporation net loss
502           14   $1,000,000 under $1,500,000  e26270neg_nnz  nret_partnerscorploss     31,954      30,654      -1,300    -4.1%   18.8%  Number of returns with partnership or S corporation net loss
536           15   $1,500,000 under $2,000,000  e26270neg_nnz  nret_partnerscorploss     15,383      14,013      -1,370    -8.9%   24.2%  Number of returns with partnership or S corporation net loss
570           16   $2,000,000 under $5,000,000  e26270neg_nnz  nret_partnerscorploss     25,811      26,325         514     2.0%   19.0%  Number of returns with partnership or S corporation net loss
604           17  $5,000,000 under $10,000,000  e26270neg_nnz  nret_partnerscorploss      7,902     565,655     557,753  7058.4%   41.1%  Number of returns with partnership or S corporation net loss
638           18           $10,000,000 or more  e26270neg_nnz  nret_partnerscorploss      6,089       6,516         427     7.0%   15.1%  Number of returns with partnership or S corporation net loss

     common_stub                      incrange  pufvar             irsvar              irs                puf               diff    pdiff  ipdiff              column_description
7              0                   All returns  c17000  id_medical_capped  102,533,387,000  3,162,081,355,175  3,059,547,968,175  2984.0%   -4.8%  Total medical expenses, capped
41             1                  Under $5,000  c17000  id_medical_capped    2,083,179,000        314,477,238     -1,768,701,762   -84.9%  -98.8%  Total medical expenses, capped
75             2          $5,000 under $10,000  c17000  id_medical_capped    2,740,757,000      2,020,136,508       -720,620,492   -26.3%  -98.3%  Total medical expenses, capped
109            3         $10,000 under $15,000  c17000  id_medical_capped    4,125,665,000     58,225,848,833     54,100,183,833  1311.3%  -63.2%  Total medical expenses, capped
143            4         $15,000 under $20,000  c17000  id_medical_capped    3,751,696,000    172,967,642,812    169,215,946,812  4510.4%  -18.8%  Total medical expenses, capped
177            5         $20,000 under $25,000  c17000  id_medical_capped    5,229,600,000      5,229,600,000                 -0    -0.0%  -35.7%  Total medical expenses, capped
211            6         $25,000 under $30,000  c17000  id_medical_capped    4,945,427,000      4,945,427,000                 -0    -0.0%   -0.0%  Total medical expenses, capped
245            7         $30,000 under $40,000  c17000  id_medical_capped    8,597,500,000      8,597,500,000                 -0    -0.0%   -3.1%  Total medical expenses, capped
279            8         $40,000 under $50,000  c17000  id_medical_capped    7,853,577,000    399,949,692,333    392,096,115,333  4992.6%    8.9%  Total medical expenses, capped
313            9         $50,000 under $75,000  c17000  id_medical_capped   20,123,676,000    969,690,762,081    949,567,086,081  4718.7%    6.7%  Total medical expenses, capped
347           10        $75,000 under $100,000  c17000  id_medical_capped   15,143,374,000    637,761,761,894    622,618,387,894  4111.5%   10.5%  Total medical expenses, capped
381           11       $100,000 under $200,000  c17000  id_medical_capped   20,972,018,000    884,500,764,342    863,528,746,342  4117.5%    4.0%  Total medical expenses, capped
415           12       $200,000 under $500,000  c17000  id_medical_capped    6,097,123,000      6,097,123,000                 -0    -0.0%   12.1%  Total medical expenses, capped
449           13     $500,000 under $1,000,000  c17000  id_medical_capped      557,017,000     11,482,230,106     10,925,213,106  1961.4%   14.4%  Total medical expenses, capped
483           14   $1,000,000 under $1,500,000  c17000  id_medical_capped      180,241,000        180,241,000                  0     0.0%  -24.8%  Total medical expenses, capped
517           15   $1,500,000 under $2,000,000  c17000  id_medical_capped       66,152,000         66,152,000                 -0    -0.0%  -28.3%  Total medical expenses, capped
551           16   $2,000,000 under $5,000,000  c17000  id_medical_capped       51,442,000         51,442,000                  0     0.0%   15.1%  Total medical expenses, capped
585           17  $5,000,000 under $10,000,000  c17000  id_medical_capped       14,940,000            554,029        -14,385,971   -96.3%  -62.9%  Total medical expenses, capped
619           18           $10,000,000 or more  c17000  id_medical_capped                0                  0                  0     nan%    nan%  Total medical expenses, capped

     common_stub                      incrange      pufvar                  irsvar         irs          puf         diff    pdiff  ipdiff                                     column_description
8              0                   All returns  c17000_nnz  nret_id_medical_capped  10,171,257  359,679,786  349,508,529  3436.2%   -3.2%  Number of returns with total medical expenses, capped
42             1                  Under $5,000  c17000_nnz  nret_id_medical_capped     212,297       63,459     -148,838   -70.1%  -96.9%  Number of returns with total medical expenses, capped
76             2          $5,000 under $10,000  c17000_nnz  nret_id_medical_capped     306,402      657,172      350,770   114.5%  -95.3%  Number of returns with total medical expenses, capped
110            3         $10,000 under $15,000  c17000_nnz  nret_id_medical_capped     447,636    8,389,931    7,942,295  1774.3%  -53.7%  Number of returns with total medical expenses, capped
144            4         $15,000 under $20,000  c17000_nnz  nret_id_medical_capped     448,125   16,589,463   16,141,338  3602.0%  -23.8%  Number of returns with total medical expenses, capped
178            5         $20,000 under $25,000  c17000_nnz  nret_id_medical_capped     516,835      516,835           -0    -0.0%  -25.5%  Number of returns with total medical expenses, capped
212            6         $25,000 under $30,000  c17000_nnz  nret_id_medical_capped     537,846      537,846           -0    -0.0%    0.8%  Number of returns with total medical expenses, capped
246            7         $30,000 under $40,000  c17000_nnz  nret_id_medical_capped   1,014,838    1,014,838           -0    -0.0%   -3.8%  Number of returns with total medical expenses, capped
