
Regrown reweighted puf, lsq method, compared to IRS values, run on 2020-11-15

Data are for filers only, using IRS filing requirements plus estimates of likely filing.

This report is in 3 sections:
  1. Summary report for all variables, summarized over all filers
  2. Detailed report by AGI range for each variable
  3. Table that provides details on puf variables and their mappings to irs data

1. Summary report for all variables, summarized over all filers:

    common_stub     incrange         pufvar                  irsvar                 irs                 puf             diff   pdiff  ipdiff                                                                    column_description
58             1                  Under $5,000  e02400_nnz  nret_socsectot   2,764,827   1,629,040  -1,135,787  -41.1%  -63.1%  Number of returns with total Social Security benefits
92             2          $5,000 under $10,000  e02400_nnz  nret_socsectot   2,000,972   1,065,981    -934,991  -46.7%  -65.5%  Number of returns with total Social Security benefits
126            3         $10,000 under $15,000  e02400_nnz  nret_socsectot   2,201,549   1,726,418    -475,131  -21.6%  -26.7%  Number of returns with total Social Security benefits
160            4         $15,000 under $20,000  e02400_nnz  nret_socsectot   1,836,800   1,622,331    -214,469  -11.7%  -10.7%  Number of returns with total Social Security benefits
194            5         $20,000 under $25,000  e02400_nnz  nret_socsectot   1,637,535   1,565,104     -72,431   -4.4%  -12.2%  Number of returns with total Social Security benefits
228            6         $25,000 under $30,000  e02400_nnz  nret_socsectot   1,297,421   1,273,727     -23,694   -1.8%   21.4%  Number of returns with total Social Security benefits
262            7         $30,000 under $40,000  e02400_nnz  nret_socsectot   2,202,026   2,200,750      -1,276   -0.1%   10.6%  Number of returns with total Social Security benefits
296            8         $40,000 under $50,000  e02400_nnz  nret_socsectot   1,838,614   1,837,609      -1,005   -0.1%   17.7%  Number of returns with total Social Security benefits
330            9         $50,000 under $75,000  e02400_nnz  nret_socsectot   4,323,996   4,322,960      -1,036   -0.0%    4.1%  Number of returns with total Social Security benefits
364           10        $75,000 under $100,000  e02400_nnz  nret_socsectot   3,214,006   3,213,007        -999   -0.0%    2.3%  Number of returns with total Social Security benefits
398           11       $100,000 under $200,000  e02400_nnz  nret_socsectot   4,234,271   4,234,224         -47   -0.0%   -3.7%  Number of returns with total Social Security benefits
432           12       $200,000 under $500,000  e02400_nnz  nret_socsectot   1,146,717   1,146,531        -186   -0.0%   -9.6%  Number of returns with total Social Security benefits
466           13     $500,000 under $1,000,000  e02400_nnz  nret_socsectot     177,394     177,386          -8   -0.0%   10.0%  Number of returns with total Social Security benefits
500           14   $1,000,000 under $1,500,000  e02400_nnz  nret_socsectot      39,871      39,827         -44   -0.1%   10.0%  Number of returns with total Social Security benefits
534           15   $1,500,000 under $2,000,000  e02400_nnz  nret_socsectot      16,567      16,559          -8   -0.0%   30.9%  Number of returns with total Social Security benefits
568           16   $2,000,000 under $5,000,000  e02400_nnz  nret_socsectot      24,884      24,853         -31   -0.1%   26.7%  Number of returns with total Social Security benefits
602           17  $5,000,000 under $10,000,000  e02400_nnz  nret_socsectot       6,197       6,196          -1   -0.0%   35.9%  Number of returns with total Social Security benefits
636           18           $10,000,000 or more  e02400_nnz  nret_socsectot       3,957       3,954          -3   -0.1%    1.1%  Number of returns with total Social Security benefits

     common_stub                      incrange  pufvar         irsvar              irs              puf diff  pdiff  ipdiff                column_description
5              0                   All returns  c02500  socsectaxable  309,539,629,000  309,539,629,998  998   0.0%   -1.4%  Taxable Social Security benefits
39             1                  Under $5,000  c02500  socsectaxable      110,488,000      110,488,000    0   0.0%  -71.9%  Taxable Social Security benefits
73             2          $5,000 under $10,000  c02500  socsectaxable      243,551,000      243,550,998   -2  -0.0%  -96.6%  Taxable Social Security benefits
107            3         $10,000 under $15,000  c02500  socsectaxable      323,074,000      323,074,000   -0  -0.0%  -50.4%  Taxable Social Security benefits
141            4         $15,000 under $20,000  c02500  socsectaxable    1,049,423,000    1,049,423,000    0   0.0%  -26.8%  Taxable Social Security benefits
175            5         $20,000 under $25,000  c02500  socsectaxable    3,116,870,000    3,116,870,000   -0  -0.0%  -15.8%  Taxable Social Security benefits
209            6         $25,000 under $30,000  c02500  socsectaxable    4,545,548,000    4,545,548,000   -0  -0.0%   14.5%  Taxable Social Security benefits
243            7         $30,000 under $40,000  c02500  socsectaxable   13,407,599,000   13,407,599,000    0   0.0%    7.8%  Taxable Social Security benefits
277            8         $40,000 under $50,000  c02500  socsectaxable   18,230,010,000   18,230,010,000   -0  -0.0%   18.3%  Taxable Social Security benefits
311            9         $50,000 under $75,000  c02500  socsectaxable   65,701,381,000   65,701,381,000   -0  -0.0%    3.3%  Taxable Social Security benefits
345           10        $75,000 under $100,000  c02500  socsectaxable   64,116,496,000   64,116,496,000   -0  -0.0%    4.1%  Taxable Social Security benefits
379           11       $100,000 under $200,000  c02500  socsectaxable   99,970,116,000   99,970,116,000   -0  -0.0%   -7.1%  Taxable Social Security benefits
413           12       $200,000 under $500,000  c02500  socsectaxable   30,785,150,000   30,785,150,000   -0  -0.0%  -19.9%  Taxable Social Security benefits
447           13     $500,000 under $1,000,000  c02500  socsectaxable    5,163,685,000    5,163,685,000   -0  -0.0%   -0.4%  Taxable Social Security benefits
481           14   $1,000,000 under $1,500,000  c02500  socsectaxable    1,181,596,000    1,181,596,000    0   0.0%   -2.9%  Taxable Social Security benefits
515           15   $1,500,000 under $2,000,000  c02500  socsectaxable      499,697,000      499,697,000    0   0.0%   18.9%  Taxable Social Security benefits
549           16   $2,000,000 under $5,000,000  c02500  socsectaxable      766,436,000      766,436,000   -0  -0.0%   11.6%  Taxable Social Security benefits
583           17  $5,000,000 under $10,000,000  c02500  socsectaxable      196,265,000      196,265,000    0   0.0%   19.8%  Taxable Social Security benefits
617           18           $10,000,000 or more  c02500  socsectaxable      132,245,000      132,245,000    0   0.0%   -7.7%  Taxable Social Security benefits

     common_stub                      incrange      pufvar              irsvar         irs         puf   diff  pdiff  ipdiff                                       column_description
6              0                   All returns  c02500_nnz  nret_socsectaxable  20,929,431  20,939,004  9,573   0.0%    2.4%  Number of returns with taxable Social Security benefits
40             1                  Under $5,000  c02500_nnz  nret_socsectaxable      25,697      25,697     -0  -0.0%  -79.8%  Number of returns with taxable Social Security benefits
74             2          $5,000 under $10,000  c02500_nnz  nret_socsectaxable      44,872      54,444  9,572  21.3%  -85.3%  Number of returns with taxable Social Security benefits
108            3         $10,000 under $15,000  c02500_nnz  nret_socsectaxable     185,390     185,390      0   0.0%  -27.1%  Number of returns with taxable Social Security benefits
142            4         $15,000 under $20,000  c02500_nnz  nret_socsectaxable     860,783     860,783      0   0.0%  -18.2%  Number of returns with taxable Social Security benefits
176            5         $20,000 under $25,000  c02500_nnz  nret_socsectaxable   1,345,904   1,345,904     -0  -0.0%   -8.0%  Number of returns with taxable Social Security benefits
210            6         $25,000 under $30,000  c02500_nnz  nret_socsectaxable   1,243,664   1,243,664     -0  -0.0%   23.2%  Number of returns with taxable Social Security benefits
244            7         $30,000 under $40,000  c02500_nnz  nret_socsectaxable   2,200,016   2,200,016      0   0.0%   10.7%  Number of returns with taxable Social Security benefits
278            8         $40,000 under $50,000  c02500_nnz  nret_socsectaxable   1,837,609   1,837,609     -0  -0.0%   17.8%  Number of returns with taxable Social Security benefits
312            9         $50,000 under $75,000  c02500_nnz  nret_socsectaxable   4,322,960   4,322,960      0   0.0%    4.1%  Number of returns with taxable Social Security benefits
346           10        $75,000 under $100,000  c02500_nnz  nret_socsectaxable   3,213,007   3,213,007      0   0.0%    2.3%  Number of returns with taxable Social Security benefits
380           11       $100,000 under $200,000  c02500_nnz  nret_socsectaxable   4,234,224   4,234,224     -0  -0.0%   -3.7%  Number of returns with taxable Social Security benefits
414           12       $200,000 under $500,000  c02500_nnz  nret_socsectaxable   1,146,531   1,146,531     -0  -0.0%   -9.6%  Number of returns with taxable Social Security benefits
448           13     $500,000 under $1,000,000  c02500_nnz  nret_socsectaxable     177,386     177,386     -0  -0.0%   10.0%  Number of returns with taxable Social Security benefits
482           14   $1,000,000 under $1,500,000  c02500_nnz  nret_socsectaxable      39,827      39,827     -0  -0.0%   10.2%  Number of returns with taxable Social Security benefits
516           15   $1,500,000 under $2,000,000  c02500_nnz  nret_socsectaxable      16,559      16,559     -0  -0.0%   30.9%  Number of returns with taxable Social Security benefits
550           16   $2,000,000 under $5,000,000  c02500_nnz  nret_socsectaxable      24,853      24,853      0   0.0%   26.9%  Number of returns with taxable Social Security benefits
584           17  $5,000,000 under $10,000,000  c02500_nnz  nret_socsectaxable       6,196       6,196      0   0.0%   35.9%  Number of returns with taxable Social Security benefits
618           18           $10,000,000 or more  c02500_nnz  nret_socsectaxable       3,954       3,954     -0  -0.0%    1.2%  Number of returns with taxable Social Security benefits

     common_stub                      incrange     pufvar           irsvar              irs              puf             diff   pdiff  ipdiff                       column_description
27             0                   All returns  e26270pos  partnerscorpinc  833,430,151,000  801,805,810,605  -31,624,340,395   -3.8%  -18.2%  Partnership or S corporation net income
61             1                  Under $5,000  e26270pos  partnerscorpinc    6,965,822,000    6,374,111,478     -591,710,522   -8.5%  -43.7%  Partnership or S corporation net income
95             2          $5,000 under $10,000  e26270pos  partnerscorpinc      686,865,000      769,273,364       82,408,364   12.0%  -39.0%  Partnership or S corporation net income
129            3         $10,000 under $15,000  e26270pos  partnerscorpinc    1,042,515,000    1,213,767,572      171,252,572   16.4%   11.6%  Partnership or S corporation net income
163            4         $15,000 under $20,000  e26270pos  partnerscorpinc    1,064,545,000    1,129,315,341       64,770,341    6.1%   26.8%  Partnership or S corporation net income
197            5         $20,000 under $25,000  e26270pos  partnerscorpinc    1,716,869,000    1,257,176,796     -459,692,204  -26.8%  -28.5%  Partnership or S corporation net income
231            6         $25,000 under $30,000  e26270pos  partnerscorpinc    1,576,551,000    1,491,556,757      -84,994,243   -5.4%   15.6%  Partnership or S corporation net income
265            7         $30,000 under $40,000  e26270pos  partnerscorpinc    4,795,472,000    2,677,943,547   -2,117,528,453  -44.2%  -30.0%  Partnership or S corporation net income
299            8         $40,000 under $50,000  e26270pos  partnerscorpinc    4,885,683,000    4,113,554,421     -772,128,579  -15.8%   -6.7%  Partnership or S corporation net income
333            9         $50,000 under $75,000  e26270pos  partnerscorpinc   14,200,026,000   12,471,394,922   -1,728,631,078  -12.2%    0.4%  Partnership or S corporation net income
367           10        $75,000 under $100,000  e26270pos  partnerscorpinc   18,152,097,000   14,115,011,727   -4,037,085,273  -22.2%  -20.0%  Partnership or S corporation net income
401           11       $100,000 under $200,000  e26270pos  partnerscorpinc   71,515,726,000   73,289,286,019    1,773,560,019    2.5%   -5.9%  Partnership or S corporation net income
435           12       $200,000 under $500,000  e26270pos  partnerscorpinc  150,290,571,000  138,009,572,952  -12,280,998,048   -8.2%   -9.6%  Partnership or S corporation net income
469           13     $500,000 under $1,000,000  e26270pos  partnerscorpinc  132,021,848,000  118,870,519,496  -13,151,328,504  -10.0%  -17.0%  Partnership or S corporation net income
503           14   $1,000,000 under $1,500,000  e26270pos  partnerscorpinc   71,201,820,000   69,202,725,690   -1,999,094,310   -2.8%  -13.1%  Partnership or S corporation net income
537           15   $1,500,000 under $2,000,000  e26270pos  partnerscorpinc   43,763,972,000   39,533,156,475   -4,230,815,525   -9.7%  -15.0%  Partnership or S corporation net income
571           16   $2,000,000 under $5,000,000  e26270pos  partnerscorpinc  111,793,721,000  104,195,987,215   -7,597,733,785   -6.8%  -12.6%  Partnership or S corporation net income
605           17  $5,000,000 under $10,000,000  e26270pos  partnerscorpinc   56,536,444,000   56,418,519,557     -117,924,443   -0.2%   -8.4%  Partnership or S corporation net income
639           18           $10,000,000 or more  e26270pos  partnerscorpinc  141,219,605,000  156,672,937,276   15,453,332,276   10.9%  -47.4%  Partnership or S corporation net income

     common_stub                      incrange         pufvar                irsvar        irs        puf      diff   pdiff  ipdiff                                              column_description
28             0                   All returns  e26270pos_nnz  nret_partnerscorpinc  6,240,408  5,789,589  -450,819   -7.2%   -7.2%  Number of returns with partnership or S corporation net income
62             1                  Under $5,000  e26270pos_nnz  nret_partnerscorpinc    162,632    169,340     6,708    4.1%  -45.6%  Number of returns with partnership or S corporation net income
96             2          $5,000 under $10,000  e26270pos_nnz  nret_partnerscorpinc     92,439    112,648    20,209   21.9%  -30.3%  Number of returns with partnership or S corporation net income
130            3         $10,000 under $15,000  e26270pos_nnz  nret_partnerscorpinc    115,968    126,920    10,952    9.4%   13.2%  Number of returns with partnership or S corporation net income
164            4         $15,000 under $20,000  e26270pos_nnz  nret_partnerscorpinc    101,344    109,776     8,432    8.3%   24.3%  Number of returns with partnership or S corporation net income
198            5         $20,000 under $25,000  e26270pos_nnz  nret_partnerscorpinc    138,864    125,191   -13,673   -9.8%  -14.6%  Number of returns with partnership or S corporation net income
232            6         $25,000 under $30,000  e26270pos_nnz  nret_partnerscorpinc    122,819    102,731   -20,088  -16.4%    1.5%  Number of returns with partnership or S corporation net income
266            7         $30,000 under $40,000  e26270pos_nnz  nret_partnerscorpinc    279,552    169,831  -109,721  -39.2%  -30.8%  Number of returns with partnership or S corporation net income
300            8         $40,000 under $50,000  e26270pos_nnz  nret_partnerscorpinc    261,439    216,622   -44,817  -17.1%   -9.1%  Number of returns with partnership or S corporation net income
334            9         $50,000 under $75,000  e26270pos_nnz  nret_partnerscorpinc    623,153    595,196   -27,957   -4.5%    4.5%  Number of returns with partnership or S corporation net income
368           10        $75,000 under $100,000  e26270pos_nnz  nret_partnerscorpinc    642,516    534,841  -107,675  -16.8%  -14.2%  Number of returns with partnership or S corporation net income
402           11       $100,000 under $200,000  e26270pos_nnz  nret_partnerscorpinc  1,646,657  1,559,297   -87,360   -5.3%   -5.4%  Number of returns with partnership or S corporation net income
436           12       $200,000 under $500,000  e26270pos_nnz  nret_partnerscorpinc  1,328,248  1,274,314   -53,934   -4.1%   -4.4%  Number of returns with partnership or S corporation net income
470           13     $500,000 under $1,000,000  e26270pos_nnz  nret_partnerscorpinc    443,879    414,162   -29,717   -6.7%   -8.9%  Number of returns with partnership or S corporation net income
504           14   $1,000,000 under $1,500,000  e26270pos_nnz  nret_partnerscorpinc    121,853    121,654      -199   -0.2%   -4.0%  Number of returns with partnership or S corporation net income
538           15   $1,500,000 under $2,000,000  e26270pos_nnz  nret_partnerscorpinc     51,640     51,693        53    0.1%    1.5%  Number of returns with partnership or S corporation net income
572           16   $2,000,000 under $5,000,000  e26270pos_nnz  nret_partnerscorpinc     76,700     75,014    -1,686   -2.2%   -1.6%  Number of returns with partnership or S corporation net income
606           17  $5,000,000 under $10,000,000  e26270pos_nnz  nret_partnerscorpinc     18,695     17,887      -808   -4.3%    4.0%  Number of returns with partnership or S corporation net income
640           18           $10,000,000 or more  e26270pos_nnz  nret_partnerscorpinc     12,010     12,473       463    3.9%  -11.1%  Number of returns with partnership or S corporation net income

     common_stub                      incrange     pufvar            irsvar               irs               puf             diff   pdiff  ipdiff                     column_description
25             0                   All returns  e26270neg  partnerscorploss  -153,150,406,000  -215,733,622,494  -62,583,216,494   40.9%    7.7%  Partnership or S corporation net loss
59             1                  Under $5,000  e26270neg  partnerscorploss   -63,385,900,000  -128,897,984,950  -65,512,084,950  103.4%    0.3%  Partnership or S corporation net loss
93             2          $5,000 under $10,000  e26270neg  partnerscorploss      -667,230,000    -1,436,437,349     -769,207,349  115.3%   15.3%  Partnership or S corporation net loss
127            3         $10,000 under $15,000  e26270neg  partnerscorploss      -737,049,000      -935,724,182     -198,675,182   27.0%  -11.2%  Partnership or S corporation net loss
161            4         $15,000 under $20,000  e26270neg  partnerscorploss      -532,507,000    -1,243,389,267     -710,882,267  133.5%   37.2%  Partnership or S corporation net loss
195            5         $20,000 under $25,000  e26270neg  partnerscorploss      -710,376,000    -1,196,442,043     -486,066,043   68.4%   51.3%  Partnership or S corporation net loss
229            6         $25,000 under $30,000  e26270neg  partnerscorploss      -805,577,000      -639,916,085      165,660,915  -20.6%  -23.8%  Partnership or S corporation net loss
263            7         $30,000 under $40,000  e26270neg  partnerscorploss    -1,720,413,000    -1,807,313,265      -86,900,265    5.1%   25.4%  Partnership or S corporation net loss
297            8         $40,000 under $50,000  e26270neg  partnerscorploss    -2,200,704,000    -1,363,643,776      837,060,224  -38.0%  -20.6%  Partnership or S corporation net loss
331            9         $50,000 under $75,000  e26270neg  partnerscorploss    -4,611,892,000    -3,150,505,585    1,461,386,415  -31.7%  -11.6%  Partnership or S corporation net loss
365           10        $75,000 under $100,000  e26270neg  partnerscorploss    -3,622,695,000    -4,199,058,851     -576,363,851   15.9%   58.0%  Partnership or S corporation net loss
399           11       $100,000 under $200,000  e26270neg  partnerscorploss   -10,487,846,000   -12,220,311,960   -1,732,465,960   16.5%   40.1%  Partnership or S corporation net loss
433           12       $200,000 under $500,000  e26270neg  partnerscorploss   -11,619,566,000    -7,807,692,918    3,811,873,082  -32.8%   21.1%  Partnership or S corporation net loss
467           13     $500,000 under $1,000,000  e26270neg  partnerscorploss    -6,945,597,000    -3,760,873,548    3,184,723,452  -45.9%   40.3%  Partnership or S corporation net loss
501           14   $1,000,000 under $1,500,000  e26270neg  partnerscorploss    -3,604,348,000    -2,769,846,299      834,501,701  -23.2%   38.0%  Partnership or S corporation net loss
535           15   $1,500,000 under $2,000,000  e26270neg  partnerscorploss    -2,593,751,000    -1,361,341,337    1,232,409,663  -47.5%   23.9%  Partnership or S corporation net loss
569           16   $2,000,000 under $5,000,000  e26270neg  partnerscorploss    -7,767,942,000    -6,254,530,655    1,513,411,345  -19.5%   23.7%  Partnership or S corporation net loss
603           17  $5,000,000 under $10,000,000  e26270neg  partnerscorploss    -5,485,485,000    -8,009,819,769   -2,524,334,769   46.0%   78.1%  Partnership or S corporation net loss
637           18           $10,000,000 or more  e26270neg  partnerscorploss   -25,651,529,000   -28,678,790,656   -3,027,261,656   11.8%  -30.8%  Partnership or S corporation net loss

     common_stub                      incrange         pufvar                 irsvar        irs        puf     diff   pdiff  ipdiff                                            column_description
26             0                   All returns  e26270neg_nnz  nret_partnerscorploss  2,872,745  3,220,674  347,929   12.1%    8.1%  Number of returns with partnership or S corporation net loss
60             1                  Under $5,000  e26270neg_nnz  nret_partnerscorploss    373,747    628,381  254,634   68.1%   -8.4%  Number of returns with partnership or S corporation net loss
94             2          $5,000 under $10,000  e26270neg_nnz  nret_partnerscorploss     69,107     66,500   -2,607   -3.8%  -32.2%  Number of returns with partnership or S corporation net loss
128            3         $10,000 under $15,000  e26270neg_nnz  nret_partnerscorploss     59,219     74,039   14,820   25.0%   17.8%  Number of returns with partnership or S corporation net loss
162            4         $15,000 under $20,000  e26270neg_nnz  nret_partnerscorploss     54,968     45,296   -9,672  -17.6%  -17.6%  Number of returns with partnership or S corporation net loss
196            5         $20,000 under $25,000  e26270neg_nnz  nret_partnerscorploss     54,237     97,387   43,150   79.6%   25.7%  Number of returns with partnership or S corporation net loss
230            6         $25,000 under $30,000  e26270neg_nnz  nret_partnerscorploss     65,233     50,229  -15,004  -23.0%  -17.2%  Number of returns with partnership or S corporation net loss
264            7         $30,000 under $40,000  e26270neg_nnz  nret_partnerscorploss    115,428    113,787   -1,641   -1.4%   16.0%  Number of returns with partnership or S corporation net loss
298            8         $40,000 under $50,000  e26270neg_nnz  nret_partnerscorploss    137,185    113,490  -23,695  -17.3%   -7.5%  Number of returns with partnership or S corporation net loss
332            9         $50,000 under $75,000  e26270neg_nnz  nret_partnerscorploss    324,532    277,338  -47,194  -14.5%    0.2%  Number of returns with partnership or S corporation net loss
366           10        $75,000 under $100,000  e26270neg_nnz  nret_partnerscorploss    311,410    321,364    9,954    3.2%   11.7%  Number of returns with partnership or S corporation net loss
400           11       $100,000 under $200,000  e26270neg_nnz  nret_partnerscorploss    701,622    821,767  120,145   17.1%   18.0%  Number of returns with partnership or S corporation net loss
434           12       $200,000 under $500,000  e26270neg_nnz  nret_partnerscorploss    406,948    429,744   22,796    5.6%   18.0%  Number of returns with partnership or S corporation net loss
468           13     $500,000 under $1,000,000  e26270neg_nnz  nret_partnerscorploss    111,970     96,154  -15,816  -14.1%   16.4%  Number of returns with partnership or S corporation net loss
502           14   $1,000,000 under $1,500,000  e26270neg_nnz  nret_partnerscorploss     31,954     30,442   -1,512   -4.7%   18.8%  Number of returns with partnership or S corporation net loss
536           15   $1,500,000 under $2,000,000  e26270neg_nnz  nret_partnerscorploss     15,383     13,871   -1,512   -9.8%   24.2%  Number of returns with partnership or S corporation net loss
570           16   $2,000,000 under $5,000,000  e26270neg_nnz  nret_partnerscorploss     25,811     26,103      292    1.1%   19.0%  Number of returns with partnership or S corporation net loss
604           17  $5,000,000 under $10,000,000  e26270neg_nnz  nret_partnerscorploss      7,902      8,400      498    6.3%   41.1%  Number of returns with partnership or S corporation net loss
638           18           $10,000,000 or more  e26270neg_nnz  nret_partnerscorploss      6,089      6,380      291    4.8%   15.1%  Number of returns with partnership or S corporation net loss

     common_stub                      incrange  pufvar             irsvar              irs             puf            diff   pdiff  ipdiff              column_description
7              0                   All returns  c17000  id_medical_capped  102,533,387,000  95,752,093,483  -6,781,293,517   -6.6%   -4.8%  Total medical expenses, capped
41             1                  Under $5,000  c17000  id_medical_capped    2,083,179,000     314,460,457  -1,768,718,543  -84.9%  -98.8%  Total medical expenses, capped
75             2          $5,000 under $10,000  c17000  id_medical_capped    2,740,757,000     326,870,846  -2,413,886,154  -88.1%  -98.3%  Total medical expenses, capped
109            3         $10,000 under $15,000  c17000  id_medical_capped    4,125,665,000   2,045,609,525  -2,080,055,475  -50.4%  -63.2%  Total medical expenses, capped
143            4         $15,000 under $20,000  c17000  id_medical_capped    3,751,696,000   3,233,065,655    -518,630,345  -13.8%  -18.8%  Total medical expenses, capped
177            5         $20,000 under $25,000  c17000  id_medical_capped    5,229,600,000   5,229,600,000              -0   -0.0%  -35.7%  Total medical expenses, capped
211            6         $25,000 under $30,000  c17000  id_medical_capped    4,945,427,000   4,945,427,000              -0   -0.0%   -0.0%  Total medical expenses, capped
245            7         $30,000 under $40,000  c17000  id_medical_capped    8,597,500,000   8,597,500,000               0    0.0%   -3.1%  Total medical expenses, capped
279            8         $40,000 under $50,000  c17000  id_medical_capped    7,853,577,000   7,853,577,000              -0   -0.0%    8.9%  Total medical expenses, capped
313            9         $50,000 under $75,000  c17000  id_medical_capped   20,123,676,000  20,123,676,000              -0   -0.0%    6.7%  Total medical expenses, capped
347           10        $75,000 under $100,000  c17000  id_medical_capped   15,143,374,000  15,143,374,000               0    0.0%   10.5%  Total medical expenses, capped
381           11       $100,000 under $200,000  c17000  id_medical_capped   20,972,018,000  20,972,018,000              -0   -0.0%    4.0%  Total medical expenses, capped
415           12       $200,000 under $500,000  c17000  id_medical_capped    6,097,123,000   6,097,123,000              -0   -0.0%   12.1%  Total medical expenses, capped
449           13     $500,000 under $1,000,000  c17000  id_medical_capped      557,017,000     557,017,000              -0   -0.0%   14.4%  Total medical expenses, capped
483           14   $1,000,000 under $1,500,000  c17000  id_medical_capped      180,241,000     180,241,000               0    0.0%  -24.8%  Total medical expenses, capped
517           15   $1,500,000 under $2,000,000  c17000  id_medical_capped       66,152,000      66,152,000               0    0.0%  -28.3%  Total medical expenses, capped
551           16   $2,000,000 under $5,000,000  c17000  id_medical_capped       51,442,000      51,442,000              -0   -0.0%   15.1%  Total medical expenses, capped
585           17  $5,000,000 under $10,000,000  c17000  id_medical_capped       14,940,000      14,940,000              -0   -0.0%  -62.9%  Total medical expenses, capped
619           18           $10,000,000 or more  c17000  id_medical_capped                0               0               0    nan%    nan%  Total medical expenses, capped

     common_stub                      incrange      pufvar                  irsvar         irs        puf      diff   pdiff  ipdiff                                     column_description
8              0                   All returns  c17000_nnz  nret_id_medical_capped  10,171,257  9,639,343  -531,914   -5.2%   -3.2%  Number of returns with total medical expenses, capped
42             1                  Under $5,000  c17000_nnz  nret_id_medical_capped     212,297     63,456  -148,841  -70.1%  -96.9%  Number of returns with total medical expenses, capped
76             2          $5,000 under $10,000  c17000_nnz  nret_id_medical_capped     306,402     93,677  -212,725  -69.4%  -95.3%  Number of returns with total medical expenses, capped
110            3         $10,000 under $15,000  c17000_nnz  nret_id_medical_capped     447,636    304,917  -142,719  -31.9%  -53.7%  Number of returns with total medical expenses, capped
144            4         $15,000 under $20,000  c17000_nnz  nret_id_medical_capped     448,125    420,489   -27,636   -6.2%  -23.8%  Number of returns with total medical expenses, capped
178            5         $20,000 under $25,000  c17000_nnz  nret_id_medical_capped     516,835    516,835         0    0.0%  -25.5%  Number of returns with total medical expenses, capped
212            6         $25,000 under $30,000  c17000_nnz  nret_id_medical_capped     537,846    537,846         0    0.0%    0.8%  Number of returns with total medical expenses, capped
246            7         $30,000 under $40,000  c17000_nnz  nret_id_medical_capped   1,014,838  1,014,838        -0   -0.0%   -3.8%  Number of returns with total medical expenses, capped
280            8         $40,000 under $50,000  c17000_nnz  nret_id_medical_capped     930,912    930,912        -0   -0.0%    9.9%  Number of returns with total medical expenses, capped
314            9         $50,000 under $75,000  c17000_nnz  nret_id_medical_capped   2,172,724  2,172,724         0    0.0%    8.1%  Number of returns with total medical expenses, capped
348           10        $75,000 under $100,000  c17000_nnz  nret_id_medical_capped   1,490,416  1,490,416         0    0.0%   16.2%  Number of returns with total medical expenses, capped
382           11       $100,000 under $200,000  c17000_nnz  nret_id_medical_capped   1,821,297  1,821,297        -0   -0.0%    7.5%  Number of returns with total medical expenses, capped
416           12       $200,000 under $500,000  c17000_nnz  nret_id_medical_capped     258,702    258,702         0    0.0%   14.7%  Number of returns with total medical expenses, capped
450           13     $500,000 under $1,000,000  c17000_nnz  nret_id_medical_capped      10,654     10,654         0    0.0%   10.8%  Number of returns with total medical expenses, capped
484           14   $1,000,000 under $1,500,000  c17000_nnz  nret_id_medical_capped       1,791      1,791         0    0.0%  -18.6%  Number of returns with total medical expenses, capped
518           15   $1,500,000 under $2,000,000  c17000_nnz  nret_id_medical_capped         434        434         0    0.0%    5.8%  Number of returns with total medical expenses, capped
552           16   $2,000,000 under $5,000,000  c17000_nnz  nret_id_medical_capped         317        317         0    0.0%   16.5%  Number of returns with total medical expenses, capped
586           17  $5,000,000 under $10,000,000  c17000_nnz  nret_id_medical_capped          30         38         8   26.0%  -20.4%  Number of returns with total medical expenses, capped
620           18           $10,000,000 or more  c17000_nnz  nret_id_medical_capped           0          0         0    nan%    nan%  Number of returns with total medical expenses, capped

     common_stub                      incrange  pufvar      irsvar              irs              puf   diff  pdiff  ipdiff    column_description
9              0                   All returns  c18300  id_taxpaid  624,820,806,000  624,820,807,000  1,000   0.0%    2.9%  Taxes paid deduction
43             1                  Under $5,000  c18300  id_taxpaid    1,187,308,000    1,187,308,000      0   0.0%  -85.9%  Taxes paid deduction
77             2          $5,000 under $10,000  c18300  id_taxpaid    1,380,137,000    1,380,137,000      0   0.0%  -87.9%  Taxes paid deduction
111            3         $10,000 under $15,000  c18300  id_taxpaid    2,237,396,000    2,237,396,000     -0  -0.0%  -41.8%  Taxes paid deduction
145            4         $15,000 under $20,000  c18300  id_taxpaid    2,600,280,000    2,600,280,000     -0  -0.0%  -25.5%  Taxes paid deduction
179            5         $20,000 under $25,000  c18300  id_taxpaid    3,165,743,000    3,165,743,000     -0  -0.0%   -8.8%  Taxes paid deduction
213            6         $25,000 under $30,000  c18300  id_taxpaid    3,795,312,000    3,795,312,000     -0  -0.0%   10.4%  Taxes paid deduction
247            7         $30,000 under $40,000  c18300  id_taxpaid    9,995,943,000    9,995,943,000      0   0.0%   -1.3%  Taxes paid deduction
281            8         $40,000 under $50,000  c18300  id_taxpaid   13,372,101,000   13,372,101,000     -0  -0.0%    7.0%  Taxes paid deduction
315            9         $50,000 under $75,000  c18300  id_taxpaid   43,745,198,000   43,745,198,000     -0  -0.0%   11.4%  Taxes paid deduction
349           10        $75,000 under $100,000  c18300  id_taxpaid   53,779,029,000   53,779,029,000      0   0.0%    6.6%  Taxes paid deduction
